C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
128,0,0,0,296718.0918938629,1918676.9735845847,2910290.8149975967,3690823.746827472,3878029.424149488
129,0,0,0,266055.735535094,1910617.6297224339,2921113.2537539485,3714629.1585111665,3907022.3547056406
130,0,0,0,235217.39629881518,1901227.835806329,2931426.506853642,3738316.0326796467,3936314.806314381
131,0,0,0,204174.23411903274,1891562.9718254765,2941702.344247412,3762099.8256647903,3965909.5646832017
132,0,0,0,173505.625379719,1881410.0722099782,2951623.6637584823,3785696.1219445304,3995809.491684991
133,0,0,0,143044.15969058088,1870347.7840214507,2961070.6171666025,3809223.3730742405,4026017.5293311724
134,0,0,0,111766.9898887812,1858057.9858483595,2979576.061839459,3832730.93261794,4057703.8917716304
135,0,0,0,0.0,1845269.9582721118,2993425.466045523,3856539.207687397,4089665.3777650422
136,0,0,0,0,1832142.2844465428,3006469.9182830323,3880478.5220440533,4121995.3630566
137,0,0,0,0,1818448.527746958,3018393.423272945,3904376.9450575174,4154384.212877583
138,0,0,0,0,1803990.2385185782,3029168.640881851,3928208.045696064,4186889.9738080655
139,0,0,0,0,1789108.9332919582,3039030.9863470257,3952078.1711131562,4219539.473104852
140,0,0,0,0,1773098.999480526,3049351.0596730495,3976290.9389517405,4252397.344075848
141,0,0,0,0,1756420.960497691,3067215.180121188,4000503.270606767,4285492.822827981
142,0,0,0,0,1738996.866443777,3085732.071340444,4024580.73525621,4318736.32685724
143,0,0,0,0,1721118.504993264,3102975.8378861668,4048531.3672841955,4352198.532648994
144,0,0,0,0,1703132.1906507448,3119037.516626039,4072305.7219052413,4385866.542337216
145,0,0,0,0,1684614.579517278,3133975.355903311,4096396.8568013953,4420221.0304110255
146,0,0,0,0,1665644.5200494577,3148064.9565988835,4120559.568563785,4454931.738039131
147,0,0,0,0,1646532.688519643,3160890.9852689495,4144684.8862730586,4489956.312768082
148,0,0,0,0,1627427.3476635045,3187876.4255339876,4169059.4360631085,4525149.144390525
149,0,0,0,0,1608493.4100056652,3212492.118186193,4193549.3123881062,4560600.20534327
150,0,0,0,0,1588866.5779993471,3236574.1466287943,4218091.689120956,4596360.588705889
151,0,0,0,0,1568260.258235167,3257585.002736119,4242606.869131079,4632448.794999123
152,0,0,0,0,1546425.7727946679,3273462.9039520374,4267377.094949265,4668805.804979148
153,0,0,0,0,1523742.6784039065,3286860.7492480944,4290764.462594969,4705540.644310477
154,0,0,0,0,1500200.802039088,3298726.378360708,4311858.775336673,4742888.500273468
155,0,0,0,0,1476464.7150966653,3309360.416386718,4333002.17435808,4780509.006505458
156,0,0,0,0,1452249.28129846,3319955.968494473,4354231.12557081,4817219.4676835
157,0,0,0,0,1425701.7876618546,3329530.8647661274,4375578.264479132,4852118.756723823
158,0,0,0,0,1398631.8846095752,3337098.7759851767,4397045.42614728,4887282.22097352
159,0,0,0,0,1371285.1386744876,3344325.3109265743,4418464.504922782,4922702.851453945
160,0,0,0,0,1343793.2242617165,3350780.3601560565,4439914.385483372,4958651.950458075
161,0,0,0,0,1315555.0299491924,3355635.022769084,4461470.075054077,4994918.405927905
162,0,0,0,0,1285892.0017196513,3372040.5928119193,4483126.739955941,5031274.863457504
163,0,0,0,0,1255530.549272101,3387324.5537272063,4504766.749383954,5067802.970971574
164,0,0,0,0,1224737.8776714222,3401176.419637601,4526415.594647864,5104495.074277418
165,0,0,0,0,1193716.4448222937,3414426.5144763985,4548117.567956306,5141573.366290399
166,0,0,0,0,1161965.2380947974,3426584.748150988,4569894.210189327,5178986.2618846465
167,0,0,0,0,1129742.0970329654,3438434.990473223,4591718.363398149,5216548.159221268
168,0,0,0,0,1097301.2500144523,3449356.091133627,4613621.591778601,5254432.779770041
169,0,0,0,0,1063740.4621222788,3458660.8137717554,4638184.4419435,5292629.958300774
170,0,0,0,0,1029243.2576219875,3467189.5542702526,4665264.962845734,5331125.974611558
171,0,0,0,0,993250.2018876421,3474890.035422516,4692378.450126489,5369891.040471222
172,0,0,0,0,956675.5096073567,3480451.900592392,4719562.61248364,5408978.401774246
173,0,0,0,0,920042.4197309836,3484732.450062127,4746217.307373399,5448355.410149913
174,0,0,0,0,882884.1842674456,3488431.100677978,4772736.814601065,5488051.150395424
175,0,0,0,0,845065.814002112,3490935.516462865,4798871.431667858,5528351.082410276
176,0,0,0,0,806673.7525624142,3491898.158007696,4824783.914309646,5569070.666600139
177,0,0,0,0,766113.9692029268,3488163.4710573065,4848557.460551373,5610085.388112102
178,0,0,0,0,724919.3112586306,3483113.38169763,4869990.5209418135,5651394.878810164
179,0,0,0,0,682158.9975655428,3477088.5909253154,4891268.939998297,5693070.157182918
180,0,0,0,0,638949.1404613134,3470023.8371362365,4912083.3909001015,5734342.212714925
181,0,0,0,0,595114.6976829908,3461955.603660335,4932451.576342468,5772397.0863287505
182,0,0,0,0,550247.0569726966,3454568.427254542,4952470.747272554,5810627.095563975
183,0,0,0,0,505044.5642677894,3446174.601449249,4972041.805571498,5849077.712476591
184,0,0,0,0,459806.73374493263,3436870.755771071,4999352.319097304,5887767.339992946
185,0,0,0,0,414306.5081777533,3425876.5612949603,5025673.938361005,5926733.668718693
186,0,0,0,0,368178.8137553606,3413506.361780073,5051845.521928558,5965865.158953881
187,0,0,0,0,321478.85031959385,3400093.982531063,5077583.387266413,6005217.037074859
188,0,0,0,0,274802.88540304324,3386181.266646241,5102414.414284646,6048165.45388352
189,0,0,0,0,227620.1301825836,3372213.7136167064,5126507.866193489,6090953.968937643
190,0,0,0,0,0.0,3356847.39195157,5150523.551613297,6134155.232885587
191,0,0,0,0,0,3340964.836084005,5174429.140184186,6177719.484981927
192,0,0,0,0,0,3324766.8842486613,5198011.318312568,6221722.161664863
193,0,0,0,0,0,3307786.7502310015,5221704.476135458,6266063.171744676
194,0,0,0,0,0,3290094.2930251593,5244954.903964357,6310389.834909436
195,0,0,0,0,0,3271215.195944429,5267326.833903667,6354899.214120861
196,0,0,0,0,0,3251538.35549632,5295290.6195211485,6399285.650946602
197,0,0,0,0,0,3231234.752751676,5321431.768839622,6443929.842600011
198,0,0,0,0,0,3210502.107882697,5347385.666438239,6488875.050865916
199,0,0,0,0,0,3186449.011783438,5372542.782890437,6534078.005095994
200,0,0,0,0,0,3161024.970689379,5395721.539561425,6574979.586987984
201,0,0,0,0,0,3135072.5775832497,5417916.548207191,6614963.159304197
202,0,0,0,0,0,3108812.4093924677,5438455.594519055,6654790.325864924
203,0,0,0,0,0,3081882.945837939,5457663.457671262,6694619.660174079
204,0,0,0,0,0,3053533.5929526463,5475123.4271099055,6734538.851620797
205,0,0,0,0,0,3024206.5295386896,5491702.382283945,6774638.220774577
206,0,0,0,0,0,2993983.847775595,5508588.023918707,6814851.788289993
207,0,0,0,0,0,2963210.454321886,5538636.609950179,6855154.096164765
208,0,0,0,0,0,2932329.3703389685,5565410.552562707,6895680.14970201
209,0,0,0,0,0,2900902.316774239,5591136.62381541,6936203.836061706
210,0,0,0,0,0,2868791.604495925,5615008.024265708,6976883.107623152
211,0,0,0,0,0,2835867.190079852,5637073.075556466,7017488.699856517
212,0,0,0,0,0,2802310.2203569217,5655485.339468101,7057990.303115834
213,0,0,0,0,0,2768969.06770612,5668245.055415219,7098884.258317889
214,0,0,0,0,0,2735645.0589723517,5680253.290997472,7140060.375573463
215,0,0,0,0,0,2701882.638404819,5691446.350559751,7181197.956095871
216,0,0,0,0,0,2667929.6160122063,5712749.5620447695,7218051.550138385
217,0,0,0,0,0,2632867.0646192757,5734305.794538427,7254021.887116021
218,0,0,0,0,0,2595901.256283692,5755303.275478616,7289928.103282879
219,0,0,0,0,0,2558005.4922674857,5774589.4610205535,7325896.922936785
220,0,0,0,0,0,2518602.457882452,5794034.038592696,7361850.9915996445
221,0,0,0,0,0,2478397.395107459,5810718.44928352,7397734.372659757
222,0,0,0,0,0,2436697.167606754,5825843.5461885175,7433619.023981702
223,0,0,0,0,0,2394556.3896532683,5838293.251443417,7469677.440350926
224,0,0,0,0,0,2352126.047708863,5849146.168390691,7505744.458950763
225,0,0,0,0,0,2309744.6438188143,5858248.1961911265,7541681.896456607
226,0,0,0,0,0,2266705.8027438596,5862837.5818478875,7577563.233615599
227,0,0,0,0,0,2223195.5286233025,5865790.108111775,7613343.629665973
228,0,0,0,0,0,2179637.388700457,5868169.558948771,7649108.053660513
229,0,0,0,0,0,2136069.946487356,5869860.207400784,7681692.4083336
230,0,0,0,0,0,2091882.5843352415,5870071.745842565,7711682.51609881
231,0,0,0,0,0,2047264.437083889,5868544.801612929,7741019.527696062
232,0,0,0,0,0,2001346.1098993984,5885531.22219531,7770403.772613125
233,0,0,0,0,0,1953690.952142235,5897177.164008276,7799272.029981176
234,0,0,0,0,0,1905260.8317329134,5907128.206026346,7827914.745554818
235,0,0,0,0,0,1856113.945114512,5915615.221043617,7856410.00163323
236,0,0,0,0,0,1806492.291380878,5922670.478665079,7884796.122257499
237,0,0,0,0,0,1756095.7483366851,5926987.620658621,7913088.261731457
238,0,0,0,0,0,1705378.7788312298,5928614.417621179,7941179.782292272
239,0,0,0,0,0,1654414.1425057855,5928195.966413998,7968867.812640066
240,0,0,0,0,0,1602980.0203415116,5926959.100746448,7993582.481063714
241,0,0,0,0,0,1552765.2971545653,5924587.666311391,8015854.150774478
242,0,0,0,0,0,1500852.8158645811,5922491.724820337,8037838.937337839
243,0,0,0,0,0,1447537.0116074954,5920901.912124077,8059572.526959081
244,0,0,0,0,0,1394012.1920460705,5918367.85895252,8081047.418072474
245,0,0,0,0,0,1339754.1522280867,5913892.658183014,8102212.080747481
246,0,0,0,0,0,1286069.5672267845,5908474.851100716,8123095.159995725
247,0,0,0,0,0,1231869.1433690144,5901973.784889579,8143644.4862396065
248,0,0,0,0,0,1177415.74977155,5894698.007996328,8163844.364477509
249,0,0,0,0,0,1122750.7095063187,5886282.180629955,8182994.834193483
250,0,0,0,0,0,1067701.7204462788,5876751.938077024,8200915.933840187
251,0,0,0,0,0,1012322.0287837147,5865963.813205012,8218609.496151126
252,0,0,0,0,0,954907.631310806,5854781.213207615,8236037.708051126
253,0,0,0,0,0,896717.2805530559,5843286.921523151,8253214.884920441
254,0,0,0,0,0,835412.7308200026,5830344.3366595,8270182.322118916
255,0,0,0,0,0,813996.5210257458,5816675.4507496245,8286955.480564742
256,0,0,0,0,0,734176.3562839179,5800444.201875942,8303789.551710155
257,0,0,0,0,0,676652.5706858356,5783783.259290833,8317259.817648572
258,0,0,0,0,0,620224.2620288841,5767695.418441093,8335398.21488228
259,0,0,0,0,0,563795.877976798,5751434.672133803,8353902.204762195
260,0,0,0,0,0,506945.76569425396,5734410.172205139,8372022.350652182
261,0,0,0,0,0,450487.04213981295,5716610.2543985965,8389669.860633697
262,0,0,0,0,0,394102.22145732463,5697945.193652828,8406755.093889264
263,0,0,0,0,0,338597.4508907096,5677088.127500014,8422956.602084307
264,0,0,0,0,0,0.0,5655473.786758057,8436192.537258161
265,0,0,0,0,0,0,5633074.149720622,8448576.092438051
266,0,0,0,0,0,0,5610281.887498819,8460570.259712443
267,0,0,0,0,0,0,5587334.434461632,8471621.451151974
268,0,0,0,0,0,0,5564443.277978092,8481896.021297596
269,0,0,0,0,0,0,5541200.924849477,8491700.37943766
270,0,0,0,0,0,0,5516372.525412896,8500759.847275494
271,0,0,0,0,0,0,5490960.154410466,8508401.133265536
272,0,0,0,0,0,0,5465065.900193771,8514820.072914718
273,0,0,0,0,0,0,5438938.940633826,8520903.340071512
274,0,0,0,0,0,0,5412331.786864185,8526725.242884308
275,0,0,0,0,0,0,5384960.455596884,8532472.869197858
276,0,0,0,0,0,0,5357094.053953088,8537511.303762585
277,0,0,0,0,0,0,5328039.503900291,8553388.30063629
278,0,0,0,0,0,0,5298409.477893582,8564568.151286172
279,0,0,0,0,0,0,5268272.500899965,8574988.95157151
280,0,0,0,0,0,0,5237717.364706803,8584060.93184107
281,0,0,0,0,0,0,5206823.871990573,8592411.01845046
282,0,0,0,0,0,0,5175471.934047227,8600369.35515579
283,0,0,0,0,0,0,5143042.700722885,8606384.957230927
284,0,0,0,0,0,0,5106593.351520481,8611830.949744476
285,0,0,0,0,0,0,5045730.740338407,8616433.752529284
286,0,0,0,0,0,0,5081186.661800775,8619900.138121024
287,0,0,0,0,0,0,5034518.657186715,8622409.173617247
288,0,0,0,0,0,0,4997984.305477882,8624526.63853572
289,0,0,0,0,0,0,4963246.116166427,8625551.873746976
290,0,0,0,0,0,0,4928883.568188495,8625780.840876121
291,0,0,0,0,0,0,4894580.620150322,8625660.564804345
292,0,0,0,0,0,0,4859344.926257661,8636915.409520121
293,0,0,0,0,0,0,4824096.17887849,8644595.81013917
294,0,0,0,0,0,0,4788693.8475334495,8651848.743227534
295,0,0,0,0,0,0,4752904.034343736,8658138.89167086
296,0,0,0,0,0,0,4716860.42130397,8663529.58060309
