C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
297,0,0,0,0,0,0,4680666.944400035,8668982.738141263
298,0,0,0,0,0,0,4644466.565082837,8673343.591907352
299,0,0,0,0,0,0,4608234.756037154,8676306.708828555
300,0,0,0,0,0,0,4571533.614662556,8678396.696561325
301,0,0,0,0,0,0,4534409.87884503,8679568.981923666
302,0,0,0,0,0,0,4496513.304927146,8679372.342903215
303,0,0,0,0,0,0,4458602.232977977,8678552.792574272
304,0,0,0,0,0,0,4420602.564118448,8676840.72152975
305,0,0,0,0,0,0,4382340.996949596,8689472.739379833
306,0,0,0,0,0,0,4343805.338018667,8695820.97619363
307,0,0,0,0,0,0,4305113.980453158,8701737.879950318
308,0,0,0,0,0,0,4265672.467093864,8706926.327712152
309,0,0,0,0,0,0,4225588.6978623625,8711307.811136248
310,0,0,0,0,0,0,4184857.02572649,8715347.140958058
311,0,0,0,0,0,0,4144067.366879586,8718286.950970164
312,0,0,0,0,0,0,4102997.5700940886,8719833.61106663
313,0,0,0,0,0,0,4061375.3400244187,8720850.461809244
314,0,0,0,0,0,0,4019534.4619169827,8720585.801955516
315,0,0,0,0,0,0,3977438.0461286213,8718890.424460717
316,0,0,0,0,0,0,3935069.7286040005,8735589.286910359
317,0,0,0,0,0,0,3892487.762703812,8744266.407459268
318,0,0,0,0,0,0,3849765.4366116794,8751093.750227068
319,0,0,0,0,0,0,3806837.9487947226,8757202.577149369
320,0,0,0,0,0,0,3763472.5300322543,8762659.697827553
321,0,0,0,0,0,0,3719871.5452406546,8767516.738490956
322,0,0,0,0,0,0,3676139.830702068,8771603.17909118
323,0,0,0,0,0,0,3632357.3783210786,8773878.846011588
324,0,0,0,0,0,0,3588867.2721325415,8775027.231533336
325,0,0,0,0,0,0,3544830.30791023,8774527.389338702
326,0,0,0,0,0,0,3500165.917476648,8773157.088018041
327,0,0,0,0,0,0,3454693.673620538,8770359.409719475
328,0,0,0,0,0,0,3409261.9515468604,8766381.286186736
329,0,0,0,0,0,0,3363719.102463651,8760881.589651084
330,0,0,0,0,0,0,3317356.9578543687,8754846.372114452
331,0,0,0,0,0,0,3269207.375170105,8769417.212201541
332,0,0,0,0,0,0,3220969.9901936464,8771611.101344423
333,0,0,0,0,0,0,3172589.0477301576,8773719.144569118
334,0,0,0,0,0,0,3124449.476740852,8774687.841660442
335,0,0,0,0,0,0,3076397.819093664,8774285.062307704
336,0,0,0,0,0,0,3028083.453666078,8772145.713463502
337,0,0,0,0,0,0,2979641.746390153,8768623.297039712
338,0,0,0,0,0,0,2931288.3695899076,8763186.470884658
339,0,0,0,0,0,0,2882170.5830543134,8753851.787367424
340,0,0,0,0,0,0,2832763.1714994027,8740356.450106004
341,0,0,0,0,0,0,2783084.309715839,8722806.968000116
342,0,0,0,0,0,0,2733468.3501866697,8698111.865862003
343,0,0,0,0,0,0,2682963.3732935954,8646505.475622147
344,0,0,0,0,0,0,2631823.7128508827,8893452.853650244
345,0,0,0,0,0,0,2581189.727880179,8747398.649196608
346,0,0,0,0,0,0,2530613.730782719,8708935.794314582
347,0,0,0,0,0,0,2480144.8720051805,8685448.461360313
348,0,0,0,0,0,0,2429793.6506683417,8666181.576455383
349,0,0,0,0,0,0,2379544.011288967,8648370.184990216
350,0,0,0,0,0,0,2328743.6071449253,8629795.847875258
351,0,0,0,0,0,0,2277518.279998069,8609904.217792278
352,0,0,0,0,0,0,2226051.7503901324,8588210.006956376
353,0,0,0,0,0,0,2174511.362226752,8565291.527647596
354,0,0,0,0,0,0,2122375.116464354,8541827.379816078
355,0,0,0,0,0,0,2070132.579212357,8518587.022674512
356,0,0,0,0,0,0,2017715.0978970374,8495300.547730414
357,0,0,0,0,0,0,1965348.0321600875,8472250.04405316
358,0,0,0,0,0,0,1913178.866921862,8449213.51765263
359,0,0,0,0,0,0,1861411.7748050194,8426067.72531754
360,0,0,0,0,0,0,1808291.965482425,8402085.337017603
361,0,0,0,0,0,0,1755337.7120588436,8378419.179932942
362,0,0,0,0,0,0,1702672.9561745077,8353574.420685336
363,0,0,0,0,0,0,1649564.9402531057,8327057.305939864
364,0,0,0,0,0,0,1596156.8026873276,8299302.622028531
365,0,0,0,0,0,0,1543173.1917958185,8271296.728632684
366,0,0,0,0,0,0,1490517.0555020045,8243097.801032304
367,0,0,0,0,0,0,1438064.02436603,8214382.474806463
368,0,0,0,0,0,0,1385993.8057529444,8185740.247161261
369,0,0,0,0,0,0,1334271.6503593035,8157070.786448539
370,0,0,0,0,0,0,1282601.2987282958,8129029.771467607
371,0,0,0,0,0,0,1231086.4520300194,8101599.136748668
372,0,0,0,0,0,0,1179760.5269025883,8073145.241391995
373,0,0,0,0,0,0,1128746.9389507135,8044162.460269729
374,0,0,0,0,0,0,1078373.0845938504,8014626.954401164
375,0,0,0,0,0,0,1028523.0152689982,7984981.539482493
376,0,0,0,0,0,0,979057.237173525,7955288.826937808
377,0,0,0,0,0,0,929798.2921263443,7924894.372718414
378,0,0,0,0,0,0,881327.1127295507,7893922.052319679
379,0,0,0,0,0,0,833173.8290332041,7863141.66868591
380,0,0,0,0,0,0,785317.3538449001,7832168.432087234
381,0,0,0,0,0,0,737557.2082311088,7799903.543492748
382,0,0,0,0,0,0,690013.2670753415,7767827.600648053
383,0,0,0,0,0,0,642544.0624640222,7735866.112651908
384,0,0,0,0,0,0,595441.4715224291,7704180.458179811
385,0,0,0,0,0,0,548737.1116598373,7673227.979723939
386,0,0,0,0,0,0,503131.1543300281,7642353.711403885
387,0,0,0,0,0,0,457627.08219337766,7611721.347788966
388,0,0,0,0,0,0,412591.0110408536,7580492.0697940895
389,0,0,0,0,0,0,0.0,7548703.354162075
390,0,0,0,0,0,0,0,7517082.239283123
391,0,0,0,0,0,0,0,7485738.001733932
392,0,0,0,0,0,0,0,7454433.336180668
393,0,0,0,0,0,0,0,7423429.658968276
394,0,0,0,0,0,0,0,7393922.342809751
395,0,0,0,0,0,0,0,7364788.952799723
396,0,0,0,0,0,0,0,7335625.971754116
397,0,0,0,0,0,0,0,7306469.016482446
398,0,0,0,0,0,0,0,7277570.662728127
399,0,0,0,0,0,0,0,7247937.596671735
400,0,0,0,0,0,0,0,7217905.153219167
