J,Ct(B=10°),Ct(B=20°),Ct(B=30°),Ct(B=40°),Ct(B=50°),Ct(B=60°),Ct(B=70°),Ct(B=80°)
0.0,0.06849800137591376,0.1428367796630349,0.13775444613480922,0.11868179228032445,0.09603985203991616,0.0849979540783734,0.06621072494009617,0.03876720970204905
0.013636363636363634,0.06705101642925193,0.1419946143329365,0.13793875857954976,0.11892968828740398,0.09610158930512278,0.08485604853610416,0.06612943361791575,0.038715249433764934
0.027272727272727268,0.0655554441753783,0.1411158020262461,0.138109396792404,0.11918937616062199,0.09616901302235731,0.08470984633855516,0.06604489922467487,0.03866021175025139
0.0409090909090909,0.06400079829365254,0.140097495601666,0.13834038173419963,0.11946130744571748,0.09624253496696968,0.08455941430261986,0.06595718490256638,0.03860213998750389
0.054545454545454536,0.06237821109772273,0.1390377574172938,0.1385788677421192,0.11974593796893873,0.0963225731302514,0.084404833653652,0.06586636750385709,0.03854109494626519
0.06818181818181818,0.06071269495219302,0.13788455187772214,0.13879281679973146,0.12004372692154017,0.09642941193510778,0.08424619954213271,0.06577253700275261,0.03847715368703053
0.0818181818181818,0.05900792483673771,0.13670083552347811,0.139024647479705,0.12035514912290124,0.09659997078478796,0.0840836318878301,0.0656757956987104,0.038410407946747264
0.09545454545454544,0.057294001281675715,0.1354587029553626,0.13920319808882178,0.12068064242875287,0.09678077961224671,0.08391722758525912,0.06557625723552175,0.0383409622654075
0.10909090909090907,0.05551334210185708,0.13420123303939197,0.1393603050445384,0.1210206820675048,0.096972295689613,0.08374713064775437,0.06547404546661632,0.0382689319205434
0.12272727272727271,0.05364996788425894,0.13294717652323354,0.13947629453696253,0.12138688831069804,0.09717497660270731,0.08358798257401959,0.06536929320132755,0.038194440768586656
0.13636363636363635,0.05172863748839929,0.13167800429296517,0.13960992799265398,0.12177160687618314,0.09738927890920394,0.08342789304688633,0.06526214086912974,0.038117619085248786
0.15,0.049700725695223213,0.13027684071880208,0.13974627147202212,0.12217383091345885,0.09761566128390535,0.0832657830952735,0.06515273513914756,0.038038601484441464
0.1636363636363636,0.04762780966222948,0.12881609449998102,0.1398651552030235,0.12259404999545329,0.09785455395573045,0.08310186831293963,0.06504122753072242,0.0379575249790312
0.17727272727272725,0.04546838786688401,0.12726438105253288,0.13997024211899217,0.12303275521047868,0.0981064412208973,0.08294155673917504,0.06492777304779479,0.03787452722912028
0.1909090909090909,0.04323709220916375,0.1256290263084922,0.14008908310501897,0.12349043843868616,0.09837173638198518,0.08279823227165037,0.064812528865704,0.03778974500640465
0.20454545454545453,0.04094590891299862,0.12391806745475156,0.1401440402829392,0.12396759168091889,0.09865720899393328,0.08265512103025686,0.06469565309411014,0.0377033128878256
0.21818181818181814,0.038606768911422694,0.12213871257043148,0.14015363618788781,0.12446120021524266,0.0989611017850579,0.08251968183591958,0.06457730363450057,0.037615356643505425
0.23181818181818178,0.036226544928840865,0.12031234058993716,0.14013787620502888,0.12498950152981106,0.09928114181359747,0.08238927751601756,0.06445763714549341,0.03752601516272395
0.24545454545454543,0.03381237990583482,0.11855854369909467,0.14009161634815429,0.12552477088512262,0.09961776435393857,0.08226104267605609,0.06433680812417614,0.037435404597440596
0.25909090909090904,0.03137203929504371,0.11677091755076706,0.14011314742338507,0.12605450680944771,0.09997140094106526,0.08213527994365646,0.06421496810722511,0.037343642105012786
0.2727272727272727,0.02889132791923488,0.11489334583362236,0.14015065943400828,0.12662457748896067,0.1003424791407137,0.08201228676695485,0.06409226499167504,0.037250839286842016
0.2863636363636363,0.02635094357139109,0.11290080640678858,0.14026134727522208,0.12717974795823458,0.10073142202294799,0.08191706652532461,0.06396884247201533,0.0371571020176992
0.3,0.023735883656624917,0.11083052431051357,0.14023434992782505,0.12773252999727286,0.10113864817462634,0.08183629458529314,0.06384483958779344,0.037062530389635875
