C,T(B=10°),T(B=20°),T(B=30°),T(B=40°),T(B=50°),T(B=60°),T(B=70°),T(B=80°)
298,0,0,0,0,0,0,14301.484824918643,20897.3047809915
299,0,0,0,0,0,0,14134.364441219883,20983.041184476493
300,0,0,0,0,0,0,13966.265289213428,21066.108855961884
301,0,0,0,0,0,0,13797.666784522527,21145.887024866242
302,0,0,0,0,0,0,13628.139204387991,21219.230448605027
303,0,0,0,0,0,0,13459.798129749935,21291.088263892136
304,0,0,0,0,0,0,13292.287071497432,21360.262940696208
305,0,0,0,0,0,0,13124.848649485568,21334.86051328259
306,0,0,0,0,0,0,12957.465993372583,21421.22493132752
307,0,0,0,0,0,0,12790.496076235488,21506.63989821251
308,0,0,0,0,0,0,12621.663748906427,21589.083412754724
309,0,0,0,0,0,0,12451.517663542394,21667.78730764854
310,0,0,0,0,0,0,12280.300180040213,21746.019066202
311,0,0,0,0,0,0,12110.177389139744,21818.100733551368
312,0,0,0,0,0,0,11940.256930718662,21882.453110141756
313,0,0,0,0,0,0,11769.612053848428,21945.251403419996
314,0,0,0,0,0,0,11598.962090827914,22001.33185383325
315,0,0,0,0,0,0,11428.142417011175,22050.295867872745
316,0,0,0,0,0,0,11257.164463815077,22010.16069125916
317,0,0,0,0,0,0,11086.622491927968,22083.833985563822
318,0,0,0,0,0,0,10916.732819519642,22147.161161846263
319,0,0,0,0,0,0,10747.372829098667,22207.088645844447
320,0,0,0,0,0,0,10577.688781178571,22263.742869876052
321,0,0,0,0,0,0,10408.381498019182,22317.358839840323
322,0,0,0,0,0,0,10239.586743487414,22366.69281981656
323,0,0,0,0,0,0,10071.665078464197,22406.91173972273
324,0,0,0,0,0,0,9905.738198416973,22441.5717923166
325,0,0,0,0,0,0,9739.1010807842,22466.851084768776
326,0,0,0,0,0,0,9571.441803653237,22487.996061133515
327,0,0,0,0,0,0,9402.130946227227,22501.995219678392
328,0,0,0,0,0,0,9233.924366765206,22510.793527117286
329,0,0,0,0,0,0,9066.539532027577,22511.569805059615
330,0,0,0,0,0,0,8897.996146472922,22510.564947556573
331,0,0,0,0,0,0,8724.967009209317,22426.866393035576
332,0,0,0,0,0,0,8552.709148860295,22442.09822963956
333,0,0,0,0,0,0,8381.177340309614,22456.90534369149
334,0,0,0,0,0,0,8211.669002443856,22465.85171312609
335,0,0,0,0,0,0,8043.628397417376,22467.735268503377
336,0,0,0,0,0,0,7875.529970752038,22461.01901057759
337,0,0,0,0,0,0,7707.676311222574,22447.88506649342
338,0,0,0,0,0,0,7540.8811466541,22425.597770001645
339,0,0,0,0,0,0,7372.9140922485785,22390.341193650074
340,0,0,0,0,0,0,7205.253265453059,22339.613996267224
341,0,0,0,0,0,0,7037.911622360079,22274.802491400016
342,0,0,0,0,0,0,6871.88431000221,22188.542234635297
343,0,0,0,0,0,0,6704.389256485387,22024.322984147006
344,0,0,0,0,0,0,6536.228399712398,22698.36360780599
345,0,0,0,0,0,0,6370.239515912335,22266.89734082408
346,0,0,0,0,0,0,6205.322216745757,22138.264445410354
347,0,0,0,0,0,0,6041.204986137462,22051.17466021146
348,0,0,0,0,0,0,5878.399013657715,21976.06362917454
349,0,0,0,0,0,0,5716.943571325154,21904.450890122767
350,0,0,0,0,0,0,5555.128244282562,21826.66248634218
351,0,0,0,0,0,0,5393.155994983667,21744.749599782757
352,0,0,0,0,0,0,5231.393354962765,21657.37217784257
353,0,0,0,0,0,0,5070.275822739138,21563.42481424285
354,0,0,0,0,0,0,4908.5627448467,21466.153878491106
355,0,0,0,0,0,0,4747.524716241586,21369.63649349231
356,0,0,0,0,0,0,4587.032662020941,21272.570459251485
357,0,0,0,0,0,0,4427.363699605685,21175.37253542952
358,0,0,0,0,0,0,4269.150002824662,21078.457538008355
359,0,0,0,0,0,0,4112.806542253021,20981.488959354898
360,0,0,0,0,0,0,3953.6429797891465,20880.60458802076
361,0,0,0,0,0,0,3795.8463323794385,20780.539980431284
362,0,0,0,0,0,0,3639.8331417787203,20677.38871611351
363,0,0,0,0,0,0,3483.656155183014,20569.45934749584
364,0,0,0,0,0,0,3327.691858037331,20456.920032594673
365,0,0,0,0,0,0,3173.799776030788,20343.70029655469
366,0,0,0,0,0,0,3021.5753087677463,20230.043109195176
367,0,0,0,0,0,0,2870.46237817215,20114.338292762186
368,0,0,0,0,0,0,2721.12047119868,19999.1886446922
369,0,0,0,0,0,0,2573.44704307974,19884.38916516846
370,0,0,0,0,0,0,2426.675104723666,19772.322891299922
371,0,0,0,0,0,0,2281.234333937384,19662.671248099738
372,0,0,0,0,0,0,2137.131555363993,19550.95438088872
373,0,0,0,0,0,0,1994.6900073744414,19438.25776787597
374,0,0,0,0,0,0,1854.8541057905834,19323.457421522508
375,0,0,0,0,0,0,1717.1379718788976,19208.489378466245
376,0,0,0,0,0,0,1581.0715175164198,19093.668005302723
377,0,0,0,0,0,0,1446.083630733582,18976.851572527466
378,0,0,0,0,0,0,1313.820334779528,18858.418502650475
379,0,0,0,0,0,0,1183.211379546384,18741.037386858887
380,0,0,0,0,0,0,1054.2209101138565,18623.79050239303
381,0,0,0,0,0,0,926.387903331212,18503.430329574316
382,0,0,0,0,0,0,799.9585413186801,18384.01735988844
383,0,0,0,0,0,0,674.4159327266349,18265.29176195309
384,0,0,0,0,0,0,550.5203191734339,18147.7025734961
385,0,0,0,0,0,0,428.10974536359527,18032.643653662315
386,0,0,0,0,0,0,309.23997271779416,17918.18760149209
387,0,0,0,0,0,0,191.293936394624,17804.86973421552
388,0,0,0,0,0,0,75.23886636911547,17690.094380894363
389,0,0,0,0,0,0,0,17573.745351467867
390,0,0,0,0,0,0,0,17458.267640997958
391,0,0,0,0,0,0,0,17343.728137164846
392,0,0,0,0,0,0,0,17229.521040335643
393,0,0,0,0,0,0,0,17116.516455439123
394,0,0,0,0,0,0,0,17007.556817983164
395,0,0,0,0,0,0,0,16899.90773255654
396,0,0,0,0,0,0,0,16792.60274770683
397,0,0,0,0,0,0,0,16685.755849367306
398,0,0,0,0,0,0,0,16580.089052128234
399,0,0,0,0,0,0,0,16473.082544334928
400,0,0,0,0,0,0,0,16365.306896212769
