C,T(B=10°),T(B=20°),T(B=30°),T(B=40°),T(B=50°),T(B=60°),T(B=70°),T(B=80°)
111,0,0,0,2812.205477500066,5806.023902399577,6099.111161767387,4947.051275904263,3347.0654094357606
112,0,0,0,2674.8516548722437,5787.4873756373,6111.639849706148,4970.781346394742,3364.409250577601
113,0,0,0,2544.9103425968815,5768.021223245518,6122.518886032589,4993.626515445076,3381.478583228372
114,0,0,0,2411.153239060537,5744.671187824572,6132.815844789364,5016.5360390110445,3398.285055456103
115,0,0,0,2268.4089855475268,5720.729676051439,6142.073686648098,5039.482752539435,3414.806367605842
116,0,0,0,2124.4992655140168,5696.377115873666,6149.802116169575,5062.582259466996,3430.9966688009267
117,0,0,0,1978.4396547983222,5666.807520815784,6157.636943961212,5085.759887840399,3447.0897975117073
118,0,0,0,1832.7801336179473,5631.879307362164,6166.094476385682,5110.37485633865,3462.90658565304
119,0,0,0,1689.7446300760662,5591.472082605841,6173.37171782749,5133.040222948632,3478.309134415509
120,0,0,0,1547.2686386652913,5550.988953380966,6190.542582497973,5173.496946677872,3493.7989610530685
121,0,0,0,1405.8317210655841,5506.763362474769,6224.506944274468,5211.702843318966,3509.3883776556822
122,0,0,0,1265.1616587358806,5459.369734352389,6253.221547510517,5249.192822131039,3526.638010891467
123,0,0,0,1116.816763127508,5410.705257588621,6278.9147953337,5286.574043655324,3544.3386298930873
124,0,0,0,964.3506404062026,5378.558026445305,6302.130093308292,5323.471404066521,3562.1903449603237
125,0,0,0,807.7157016643846,5349.475950438979,6323.568249545546,5359.068851073583,3581.569890538717
126,0,0,0,647.7880373156681,5319.278353528845,6343.286604009984,5393.951339744225,3600.895502001138
127,0,0,0,492.01745462945036,5285.007569796626,6363.318184953946,5428.547754397982,3619.683523039144
128,0,0,0,338.5239301657627,5247.212093941899,6379.939381755844,5461.553507971343,3638.397192555174
129,0,0,0,180.52599133254077,5203.556332953324,6391.059435377366,5493.762872011419,3657.1967462153925
130,0,0,0,20.17915259144316,5156.762925731717,6397.808822463899,5524.707977934702,3676.0978439588152
131,0,0,0,0,5104.049570986534,6401.557986226971,5554.232277704949,3695.2348458907627
132,0,0,0,0,5048.469116364672,6404.132042711356,5582.304950527629,3714.626844034162
133,0,0,0,0,4998.37189900181,6404.4529306590175,5609.238401466643,3734.1842806753857
134,0,0,0,0,4942.325437477583,6402.573005410086,5635.589820851593,3754.0435152991986
135,0,0,0,0,4877.315180613594,6398.646377272991,5661.541840120192,3774.7525833489412
136,0,0,0,0,4808.378721392651,6393.0759659864625,5687.234416790429,3795.7117881325557
137,0,0,0,0,4736.604792487322,6387.174259903028,5713.230806961092,3818.129073189919
138,0,0,0,0,4659.150081225739,6380.668075511482,5738.9088409847745,3841.2872727328454
139,0,0,0,0,4591.672629663433,6373.556485663306,5763.87313180023,3864.6847781841275
140,0,0,0,0,4550.2442224797305,6369.614910689673,5788.672481488364,3888.985347349131
141,0,0,0,0,4506.660008788626,6389.055121362526,5813.216436292248,3921.8765411692107
142,0,0,0,0,4458.670450049998,6404.23579739726,5837.7265680417295,3954.0005512608464
143,0,0,0,0,4403.955575236081,6417.438702283712,5862.280539001864,3986.171184861174
144,0,0,0,0,4344.935327624067,6433.831305004147,5890.120053548158,4018.014004044841
145,0,0,0,0,4280.693309147348,6436.248433761203,5916.758775730176,4048.96573705363
146,0,0,0,0,4214.0159305541865,6445.138756450162,5942.5218786586765,4079.8615478550873
147,0,0,0,0,4146.4584165331,6450.481128375505,5971.918631109704,4110.629406101496
148,0,0,0,0,4074.5202779520273,6454.133831003403,6015.411237707236,4140.840282568091
149,0,0,0,0,3997.44780339856,6456.595579570204,6056.868311934319,4171.047383751687
150,0,0,0,0,3918.4937999161166,6455.052306276029,6096.882434911186,4201.245384204088
151,0,0,0,0,3840.5942280235663,6450.547849186053,6135.843155019964,4231.400546746595
152,0,0,0,0,3754.489607476647,6445.713996929712,6172.794662037853,4262.564092870238
153,0,0,0,0,3662.530255701305,6438.180329623275,6209.66906760154,4294.004281752231
154,0,0,0,0,3561.924086063066,6426.936983152247,6243.960646506357,4325.336617228284
155,0,0,0,0,3455.1571273703844,6414.291762393161,6277.009414427138,4355.520854604704
156,0,0,0,0,3343.2150710185124,6400.587964602167,6309.378846772728,4385.734341205429
157,0,0,0,0,3229.092749034878,6384.688573357441,6340.156958121646,4415.157969020887
158,0,0,0,0,3112.2520618342064,6369.640731945687,6369.765295065807,4444.60390488211
159,0,0,0,0,2992.6446894850997,6350.9827718869765,6398.293278366721,4473.674887746925
160,0,0,0,0,2876.719502813608,6323.90663286089,6426.1185596537725,4502.694743714755
161,0,0,0,0,2757.2824891301248,6332.032146658754,6451.687746395273,4531.5853212260445
162,0,0,0,0,2634.0325398751397,6334.911307794788,6475.08596800353,4560.5221960549325
163,0,0,0,0,2508.955616075552,6334.375301033888,6497.506372707879,4589.561200693785
164,0,0,0,0,2382.834439934269,6332.241781631203,6518.930657192009,4618.813843086384
165,0,0,0,0,2256.8912510400187,6328.224946098724,6539.29935825638,4648.604121776674
166,0,0,0,0,2133.676181599696,6322.2027533967,6560.308929616066,4678.237442492364
167,0,0,0,0,2010.7152536556791,6315.136330940629,6581.491997484251,4707.6498798033035
168,0,0,0,0,1887.7143854715089,6309.624667788196,6602.418277592121,4737.142317016112
169,0,0,0,0,1770.2633596349626,6298.891165296006,6623.116731983068,4766.811959991405
170,0,0,0,0,1648.066198771587,6285.917026496247,6642.025220002064,4796.513480622853
171,0,0,0,0,1523.6577819742672,6269.3495416417045,6661.254295601013,4826.3630140861505
172,0,0,0,0,1396.381997561918,6251.6061447182365,6680.370913888202,4856.4004657605155
173,0,0,0,0,1272.1248164559531,6229.957657640111,6699.436763496343,4886.548613767594
174,0,0,0,0,1147.4004164253945,6207.7293428981775,6718.645993077391,4917.4716076958175
175,0,0,0,0,1022.0390269101317,6182.751128693833,6747.266956401636,4950.113316533081
176,0,0,0,0,894.6978244757792,6154.57324802271,6787.737151948597,4983.022644069313
177,0,0,0,0,762.1434200511134,6126.711455471451,6830.385277126114,5014.741517582524
178,0,0,0,0,628.196049772877,6096.373737230668,6871.210503619653,5046.792685019966
179,0,0,0,0,478.829681755816,6062.09279745177,6909.126050871826,5078.666262417207
180,0,0,0,0,335.4751320509785,6025.368916623932,6944.294260547058,5107.008916777065
181,0,0,0,0,189.313323146462,6003.58096867349,6978.5813887229315,5151.243157444347
182,0,0,0,0,39.84098829312805,6000.926397897164,7011.64965038277,5194.340064339399
183,0,0,0,0,0,5991.528516284179,7043.445191969665,5236.91740909999
184,0,0,0,0,0,5981.2405461615535,7074.419449546817,5279.090119079961
185,0,0,0,0,0,5966.989828002977,7104.69129946288,5321.194094171389
186,0,0,0,0,0,5947.459257157616,7134.382996230783,5362.672300654031
187,0,0,0,0,0,5926.546432150684,7161.954770131712,5403.87382239181
188,0,0,0,0,0,5901.870474136656,7189.933676001427,5445.142493905111
189,0,0,0,0,0,5874.1048885671835,7215.395698839574,5486.825060322157
190,0,0,0,0,0,5841.560323815102,7238.176718178534,5527.997435629707
191,0,0,0,0,0,5811.601243661421,7259.84970706828,5567.590752413309
192,0,0,0,0,0,5783.227789064747,7279.638327810505,5607.168982273645
193,0,0,0,0,0,5746.484028073636,7299.194777673761,5646.480993544208
194,0,0,0,0,0,5706.752346147738,7317.002122148174,5685.266721352935
195,0,0,0,0,0,5659.530204196089,7335.290319937083,5722.6459169328855
196,0,0,0,0,0,5610.956302029295,7351.699023529683,5760.298276130475
197,0,0,0,0,0,5559.27983998895,7367.930601828208,5796.4590495554785
198,0,0,0,0,0,5505.600168720922,7381.492021135791,5832.755911589166
199,0,0,0,0,0,5448.817992978459,7394.427451925852,5869.0107497488
200,0,0,0,0,0,5390.428261561422,7406.361597900182,5904.953123519984
201,0,0,0,0,0,5319.744493442672,7418.301177381228,5940.427387055741
202,0,0,0,0,0,5301.055894416425,7417.383309573851,5974.512111142605
203,0,0,0,0,0,5282.659328075621,7452.888526536195,6008.906519794517
204,0,0,0,0,0,5255.369850321504,7488.126049753074,6042.406520069193
205,0,0,0,0,0,5225.259840981043,7520.517281213173,6076.215734375684
206,0,0,0,0,0,5190.749636751869,7551.957405062453,6109.740273923247
207,0,0,0,0,0,5152.689364571519,7582.0925950793135,6143.0313964983225
208,0,0,0,0,0,5110.418761039964,7609.886183394944,6176.421539572703
209,0,0,0,0,0,5066.4691886088085,7636.630133388159,6209.539559927891
210,0,0,0,0,0,5023.492183588263,7666.49373246645,6243.337646795983
211,0,0,0,0,0,4977.501888922617,7695.348317189416,6277.293487921297
212,0,0,0,0,0,4927.924246782958,7719.500766325384,6311.216979526586
213,0,0,0,0,0,4875.967511922276,7742.823850263084,6345.341111375616
214,0,0,0,0,0,4823.013045698098,7764.476086874033,6378.81672256971
215,0,0,0,0,0,4767.391351009034,7785.729868431305,6412.603996131466
216,0,0,0,0,0,4715.777413831978,7805.746605052828,6446.416968860697
217,0,0,0,0,0,4655.903641371367,7824.6973749323715,6480.148280854202
218,0,0,0,0,0,4594.042770367501,7843.203588424963,6514.183155295909
219,0,0,0,0,0,4526.5175250066895,7859.324094397093,6548.160687335598
220,0,0,0,0,0,4455.6234358933325,7873.702781875809,6571.244673956509
221,0,0,0,0,0,4377.406488538958,7886.260691666979,6620.457557120829
222,0,0,0,0,0,4296.23906172441,7898.599818447666,6669.566740611368
223,0,0,0,0,0,4207.898752109714,7909.855301139598,6716.4266850273225
224,0,0,0,0,0,4119.476802007019,7921.622407301989,6764.244797292956
225,0,0,0,0,0,4028.1073711359627,7929.095079469642,6813.1456695535335
226,0,0,0,0,0,3935.4464190327353,7936.333319391169,6861.603755818497
227,0,0,0,0,0,3839.857168191213,7941.849787809228,6909.155593993785
228,0,0,0,0,0,3747.0194497992143,7947.035606499377,6954.523400874027
229,0,0,0,0,0,3652.4590179104503,7951.553725301426,7000.382588973173
230,0,0,0,0,0,3554.1071716418737,7941.619215340621,7046.342177412031
231,0,0,0,0,0,3455.424016107784,7973.801612491469,7091.752899015834
232,0,0,0,0,0,3354.3082700670047,8006.582031592249,7137.452888835782
233,0,0,0,0,0,3251.4212637950955,8034.630341714963,7181.551314692412
234,0,0,0,0,0,3146.706227243977,8060.135869030206,7225.679814693514
235,0,0,0,0,0,3040.9640961233945,8082.693605307056,7269.889651104415
236,0,0,0,0,0,2934.9231477845956,8104.375975491221,7313.735538527912
237,0,0,0,0,0,2830.613182410152,8124.006064996742,7357.682255290722
238,0,0,0,0,0,2724.2813287722197,8142.106926779222,7400.307246629216
239,0,0,0,0,0,2617.0105616190667,8158.7450239126,7442.238963679548
240,0,0,0,0,0,2517.1547933218853,8173.207950457682,7484.36500672236
241,0,0,0,0,0,2389.0374709220264,8184.78810227035,7524.443307078813
242,0,0,0,0,0,2280.004640996766,8195.875000290409,7565.250004161301
243,0,0,0,0,0,2169.451818999814,8210.593967687464,7606.455298032526
244,0,0,0,0,0,2058.51316312198,8223.94366568742,7646.2484286718145
245,0,0,0,0,0,1946.9654946862292,8235.360116493333,7685.907233481398
246,0,0,0,0,0,1837.1777141025295,8241.976961217839,7724.236588620496
247,0,0,0,0,0,1729.3972115007573,8246.588000708576,7761.51078837632
248,0,0,0,0,0,1622.0843600471435,8248.409726716638,7798.968675506759
249,0,0,0,0,0,1514.4306756399617,8247.108337524418,7835.729263259854
250,0,0,0,0,0,1407.2904203335588,8245.67806436204,7871.997658093645
251,0,0,0,0,0,1298.9690222089653,8240.884811607952,7908.5436122235305
252,0,0,0,0,0,1187.9306578744747,8236.204862127348,7944.62676969027
253,0,0,0,0,0,1077.3742131432587,8229.961527425148,7980.410523441448
254,0,0,0,0,0,967.8020969668552,8221.810562232822,8016.471070758399
255,0,0,0,0,0,854.9075022256101,8213.31816418406,8052.569266963757
256,0,0,0,0,0,738.2972119146793,8201.553634034472,8089.341419911215
257,0,0,0,0,0,621.3480818727339,8189.726569094186,8126.541936374631
258,0,0,0,0,0,503.5931875153226,8179.809317551669,8163.626460860883
259,0,0,0,0,0,385.1613074671929,8177.123128584533,8199.931868233964
260,0,0,0,0,0,268.8778199271359,8198.378203095748,8236.185080704941
261,0,0,0,0,0,152.91646786406167,8211.941911053302,8266.56004936807
262,0,0,0,0,0,36.67961207486749,8223.594758582229,8319.040581412715
263,0,0,0,0,0,0,8233.833425269186,8371.263778947652
264,0,0,0,0,0,0,8240.31223697488,8420.884892122767
265,0,0,0,0,0,0,8247.818128010638,8470.382724389781
266,0,0,0,0,0,0,8250.681845385958,8518.796559384276
267,0,0,0,0,0,0,8252.543057811616,8566.037296458508
268,0,0,0,0,0,0,8253.608149250887,8613.003311544053
269,0,0,0,0,0,0,8254.145492298516,8659.616523457005
270,0,0,0,0,0,0,8254.8808303616,8705.44178045327
271,0,0,0,0,0,0,8253.661103744878,8751.015793782863
272,0,0,0,0,0,0,8250.152937676952,8796.200902354352
273,0,0,0,0,0,0,8246.564317849392,8840.720059255935
274,0,0,0,0,0,0,8240.641131876406,8886.393322843158
275,0,0,0,0,0,0,8235.18324976533,8933.765112316669
276,0,0,0,0,0,0,8230.042851002983,8980.14093488252
277,0,0,0,0,0,0,8226.391435051963,9026.771794964794
278,0,0,0,0,0,0,8222.690254446838,9070.961749325801
279,0,0,0,0,0,0,8212.407350975831,9114.190610088332
280,0,0,0,0,0,0,8200.612362058082,9157.63363861877
281,0,0,0,0,0,0,8188.924801554712,9200.772944213779
282,0,0,0,0,0,0,8172.585611885972,9240.851730508077
283,0,0,0,0,0,0,8155.712532756118,9281.189848847784
284,0,0,0,0,0,0,8136.7429643399255,9321.783903708101
285,0,0,0,0,0,0,8114.806855563296,9360.052566957098
286,0,0,0,0,0,0,8090.80563911931,9398.156567543978
287,0,0,0,0,0,0,8050.889664956472,9436.47822661103
288,0,0,0,0,0,0,8057.4128830529935,9473.696765949953
289,0,0,0,0,0,0,8062.05721595566,9509.913705759902
290,0,0,0,0,0,0,8058.857840297528,9546.371398392539
291,0,0,0,0,0,0,8053.999545170558,9582.342687039809
292,0,0,0,0,0,0,8048.450018917763,9616.537165248377
293,0,0,0,0,0,0,8039.422922589577,9650.748582803511
294,0,0,0,0,0,0,8032.429967366657,9685.19784704345
295,0,0,0,0,0,0,8023.384753599269,9718.97777819902
296,0,0,0,0,0,0,8009.916427472583,9753.704463844511
297,0,0,0,0,0,0,7994.0118347834805,9789.29481851196
298,0,0,0,0,0,0,7975.129067181293,9824.649360542524
299,0,0,0,0,0,0,7956.172188590904,9859.22434783844
300,0,0,0,0,0,0,7937.6947754752855,9892.82295898674
301,0,0,0,0,0,0,7915.234620881769,9904.979940616602
