J,Ct(B=10°),Ct(B=20°),Ct(B=30°),Ct(B=40°),Ct(B=50°),Ct(B=60°),Ct(B=70°),Ct(B=80°)
0.0,0.12365519632960836,0.25449796327198276,0.29356992991819136,0.24379791818000757,0.19568004618833287,0.16327673110969,0.12884119690857507,0.07635218730669244
0.013636363636363634,0.12163487877038923,0.25333663020750335,0.2947364903157796,0.24441363923106346,0.19591656140022826,0.16308035667978737,0.12875402963616425,0.07631031768249445
0.027272727272727268,0.11957562345738937,0.2520484656725919,0.2958351528855996,0.2450499607229004,0.19618713868601542,0.1628787589984657,0.12866330692405126,0.0762656533869026
0.0409090909090909,0.11748060398724317,0.25068094192282564,0.2967756970217368,0.2457074816275601,0.19646797615539804,0.1626719348118326,0.1285690005771543,0.07621812204992318
0.054545454545454536,0.11532427718533181,0.2493449658988336,0.2976471340772912,0.2463868148052628,0.19675941954451048,0.16245988971830486,0.1284710874912755,0.07616765323125721
0.06818181818181818,0.11307316264110694,0.2480152405225148,0.29856777636228354,0.2470885874620808,0.19706182172067294,0.16224263876625358,0.12836955030589678,0.07611417892730273
0.0818181818181818,0.11080274435493895,0.24656446756575434,0.2998710919322451,0.2478134411021084,0.19737554272270968,0.16202020693280708,0.12826437798949158,0.07605763404886222
0.09545454545454544,0.10845159057378778,0.24516666228396788,0.3008601363761057,0.24856203182053715,0.19770094975426766,0.1617926294648977,0.1281555663329818,0.07599795684996813
0.10909090909090907,0.10601926611272737,0.24372594303406886,0.3019902832332326,0.24933505172931159,0.1980384169510499,0.1615599520700958,0.12804311833190335,0.07593508929141612
0.12272727272727271,0.10354550938318018,0.24216136831583907,0.30282083132953036,0.25013314602522485,0.19838832931329195,0.16132223095165454,0.12792704444380262,0.07586897732673452
0.13636363636363635,0.1010338511616121,0.24056094095608538,0.30371394191390283,0.2509570332450342,0.1987510610444011,0.16107953268896258,0.12780736271384438,0.07579957110300449
0.15,0.09867375294311218,0.23894131798742244,0.30454317533626457,0.251807427139482,0.19916502582369866,0.16083193397076959,0.12768409876801337,0.07572682507376438
0.1636363636363636,0.09609926633627482,0.23720596630379803,0.3050957680836198,0.25268505533412533,0.1996115355670567,0.1605795211937659,0.1275572856791855,0.0756506980257833
0.17727272727272725,0.09334786261330409,0.23540521988469645,0.3055711707097066,0.25359065905464057,0.20007426684456045,0.1603223899431117,0.12742696371634796,0.07557115302545907
0.1909090909090909,0.09056128048795097,0.23352670182657756,0.30646983262237737,0.25452499286866126,0.20055368331948092,0.16006064437422332,0.12729317999113102,0.07548815729376361
0.20454545454545453,0.0877212824778703,0.23156265341675267,0.3072250915504576,0.2554888243892284,0.2010502513281979,0.15979439651655775,0.12715598801846875,0.07540168202089663
0.21818181818181814,0.08486397393685784,0.22961474256133466,0.3078415965496442,0.2564829341066276,0.20156444026564033,0.15952376552040406,0.12701544720964555,0.07531170213310641
0.23181818181818178,0.08191113631218248,0.22781589763100105,0.3082885860854467,0.25750811521064143,0.20211648831290197,0.15924887713116406,0.1268716223163162,0.07521819602455213
0.24545454545454543,0.07915100289213355,0.22581580076827318,0.3087178514791717,0.25856517348568925,0.2027110177786136,0.15910933950370293,0.12672458284348145,0.0751211452667385
0.25909090909090904,0.07613716558665314,0.2236463304941867,0.3091041287799083,0.2596615922219934,0.20332657163988255,0.15899088677960332,0.12657440244806567,0.07502052979961643
0.2727272727272727,0.07296881018889598,0.22141873989358918,0.3093087420762016,0.26080005113383264,0.2039737474899031,0.1588728360490231,0.12642115833789294,0.07491634585435417
0.2863636363636363,0.06972178298223372,0.21912401171898557,0.30976683464666566,0.2619731005616171,0.20466974928416393,0.15875537056664,0.1262649306836937,0.07480857801829038
0.3,0.06639067778254293,0.21675640214354874,0.3103899634388746,0.2631817038520094,0.20539825557833397,0.15863867460622394,0.12610580205448438,0.07469721759396712
0.3136363636363636,0.06296605950724707,0.21404690957076156,0.31069897416323394,0.26442684696505003,0.20615271947103117,0.15852293287812605,0.12594385688437537,0.07458225762553135
0.3272727272727272,0.0594355928137019,0.21109868663380144,0.31078076521148373,0.2657095382495972,0.20693378805623536,0.15840832937391627,0.12577918097670954,0.07446369266313545
0.3409090909090909,0.05585190375403963,0.20808042410060898,0.31095525488137765,0.26703080819813585,0.20774211275460347,0.15842934928216038,0.1256118610494696,0.07434151855301277
0.3545454545454545,0.052168087130153765,0.2053024229620705,0.311059640161585,0.26839170946459284,0.2085783494552495,0.1584619986529916,0.12544198432417966,0.0742157322541097
0.3681818181818181,0.04840901236836432,0.20231593484952454,0.3109204332196166,0.2697933168569309,0.20944392430044986,0.15850009761296185,0.1252696381590754,0.07408633168114476
0.3818181818181818,0.044497116453447345,0.19921802872627367,0.3109334344029396,0.2712367274354418,0.2103458190091307,0.15854386865622216,0.1250949097261323,0.0739533155731755
0.3954545454545454,0.04058298440744329,0.195997290483902,0.3107223218688023,0.27272306068459257,0.21127812817334388,0.1585935316472865,0.12491788573061186,0.07381668338617169
0.40909090909090906,0.036619184201853706,0.19258198966763185,0.3103323917240512,0.27425345875118373,0.2122416065918208,0.15864930366254823,0.1247386521710854,0.07367643520768656
0.4227272727272727,0.03259087018260207,0.1888080795407826,0.31006535972031474,0.2758290867417538,0.2132370201457802,0.15871139893298924,0.12455729413739745,0.07353257169147466
0.4363636363636363,0.028500953337701588,0.18509194269411106,0.30969942979561615,0.2774511330723592,0.2142651459716254,0.15887741189769905,0.12437389564371057,0.07338509400978548
