J,Cp(B=10°),Cp(B=20°),Cp(B=30°),Cp(B=40°),Cp(B=50°),Cp(B=60°),Cp(B=70°),Cp(B=80°)
0.0,0.044971335998024956,0.12451471111339087,0.2369306865445796,0.45964557819868435,0.595489217756213,0.7315060919255627,0.8702820261592172,0.9660303994198667
0.013636363636363634,0.044749507167747074,0.12498170203315,0.23585347111569133,0.4589088198703087,0.596156827907263,0.7312209404256916,0.8703810935635301,0.9665050352808398
0.027272727272727268,0.044496697195131,0.12543693506184578,0.23604984860825096,0.4581427866976508,0.5968307460005248,0.7309287106699148,0.8704812818609093,0.9669888696507253
0.0409090909090909,0.0442134545719798,0.12584921185283443,0.23551624431524232,0.4573465428779795,0.5975106813571527,0.7306296536079133,0.8705832018470225,0.9674830915277621
0.054545454545454536,0.04390455423416027,0.12625884884843117,0.23494499253687703,0.4565191355771399,0.5981963197392833,0.730324030095188,0.8706874776211164,0.9679889061804251
0.06818181818181818,0.043542847670035016,0.12665131696357643,0.23435748522839353,0.45565959562858593,0.598887323948386,0.7300380480230855,0.8707947442048424,0.9685075654513606
0.0818181818181818,0.043113253199384985,0.1269423206891423,0.23372933090746842,0.4547669382430575,0.5995833485529586,0.7297632117122363,0.8709056451270757,0.96904030246929
0.09545454545454544,0.04265623908738381,0.12718575729235918,0.2330632618248451,0.453840163710192,0.6002839763300201,0.7294834867400186,0.871020829996955,0.9695883646465691
0.10909090909090907,0.042196576194828674,0.12741823853491377,0.232347077571795,0.45287825807434356,0.6009888268986205,0.7291991702864241,0.8711409520852397,0.970152996235756
0.12272727272727271,0.04169458451406937,0.1276276042851404,0.23168284603058453,0.45195681258458176,0.6016974794433468,0.7289604897335596,0.8712666659321775,0.9707354315701038
0.13636363636363635,0.041143185193962394,0.12781246141495017,0.2309649102692539,0.45111296225569675,0.6024095185991993,0.7287859157157203,0.8713986249984131,0.9713368886824124
0.15,0.04056291672551185,0.12797374557793953,0.23160351555122144,0.4502737998159827,0.6031244488455573,0.728609585466304,0.8715374793742238,0.9719585633920842
0.1636363636363636,0.03994247785767104,0.12812631991863682,0.2316638172704457,0.44946120260867856,0.6038418091608857,0.7284318086545933,0.871683873561378,0.9726016239302671
0.17727272727272725,0.03927840730666181,0.12826974330025437,0.23170371467226175,0.44863299347110097,0.6045611088418262,0.7282528950494898,0.8718384443409909,0.9732672061528926
0.1909090909090909,0.03854528331045862,0.12833618453115822,0.2317271028501676,0.44776598282688873,0.6052818420146963,0.7280731532440061,0.8720018187401076,0.973956409371741
0.20454545454545453,0.03777798524092535,0.12829789448363396,0.2318178793614948,0.44686523284047847,0.6060034886208792,0.7279053095434199,0.872174612108931,0.9746702928156968
0.21818181818181814,0.03697002001799667,0.12821647666827368,0.23178801057757428,0.4459351087617707,0.6067255151709405,0.7277542452621214,0.8723574263196748,0.9754098727183463
0.23181818181818178,0.03603779010247822,0.12809552025706825,0.23169063485934097,0.4449554481751364,0.6074473756200439,0.7276037539306894,0.8725508480969366,0.9761761200144291
0.24545454545454543,0.03505308456557831,0.12809257357531587,0.2315667158302567,0.44397242124528546,0.6081685120921658,0.7275609368491008,0.8727554474881076,0.9769699586165635
0.25909090909090904,0.034043203807497875,0.1280080637481299,0.23154799243198174,0.44295795824362433,0.6089029154014748,0.7276144030378532,0.8729717764807844,0.977792264235111
0.2727272727272727,0.032967476795851484,0.12774447033677036,0.2314189512731566,0.44226292421403907,0.609637378303368,0.727672054771392,0.8732003677723693,0.9786438636978727
0.2863636363636363,0.0318292998781027,0.12738019370143572,0.23123171078243623,0.4415181123985417,0.6103689109005692,0.7277341564477049,0.8734417336951634,0.9795255347223705
0.3,0.03062485404829607,0.12699100374539518,0.23104472910139204,0.4407299046616496,0.6110968771553167,0.7278009640460306,0.8736963652982848,0.9804380060914019
0.3136363636363636,0.02931641679255683,0.1265622585219607,0.23345978290322647,0.4398999233353872,0.6118205940924489,0.7278727187270969,0.873964731585802,0.9813819581821561
0.3272727272727272,0.027949844775635706,0.12608853573706857,0.23430463335002388,0.43915498171671236,0.6125393966898346,0.7279496713307606,0.8742472789086048,0.982358023800089
0.3409090909090909,0.02651701250291211,0.1255670167249859,0.23519218884544396,0.4382451605959155,0.6132525971125754,0.7280320403671315,0.8745444305057936,0.9833667892706993
0.3545454545454545,0.025001415829521517,0.12498001121505616,0.23633002984350593,0.4372879421163895,0.6139594959374647,0.7281794088756569,0.8748565861898323,0.9844087957450621
0.3681818181818181,0.023481178604416644,0.12432167501604675,0.23715908032709931,0.4362969063322633,0.6146593830446224,0.7286023253041619,0.8751841221683808,0.9854845406782267
0.3818181818181818,0.021914713151503677,0.12352431142913965,0.23787028584120112,0.43528494855792077,0.615352089807766,0.7290407634793062,0.8755273940978946,0.9865944893333458
0.3954545454545454,0.020314751643290923,0.12264279202063406,0.23864944447498618,0.43420493615967765,0.6160376617151525,0.7294885929038919,0.8758867338972918,0.9877390657235929
0.40909090909090906,0.018675531257026756,0.12168232002154562,0.23935243956623348,0.43353426222455554,0.6167147791342342,0.729945965844571,0.8762624428283268,0.9889186323401113
0.4227272727272727,0.017052724274578376,0.12066772612756552,0.24000670842321828,0.4328583617694667,0.6173828112697682,0.7304130244537951,0.8766548034473244,0.9901335291952807
0.4363636363636363,0.015319735269759794,0.11959131719143563,0.24064507814638175,0.432118705569195,0.6180411230026908,0.7308898997143511,0.8771202733619535,0.9913840614167242
0.44999999999999996,0.013537636288939482,0.11831139051923323,0.24127295539032198,0.43136274119887474,0.6186890751927401,0.7313767113843974,0.8777016781988589,0.992670501108663
