C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
158,0,0,0,0,1593510.9905825309,2835571.269468464,3726805.765055655,3987934.4780572737
159,0,0,0,0,1583846.4318549212,2844229.061381267,3749659.9136875216,4018493.2993450477
160,0,0,0,0,1573050.641039466,2851972.6148071573,3775844.9742678837,4049675.4890823993
161,0,0,0,0,1559642.1242891282,2859480.2847674903,3801179.549769525,4081417.5632232353
162,0,0,0,0,1545610.996481918,2868398.601051365,3826675.6433898252,4113496.1054780297
163,0,0,0,0,1531480.5351642591,2880122.844159546,3852149.5302651743,4145914.8846126576
164,0,0,0,0,1518061.8082353077,2895319.6916204523,3877904.1942717265,4178639.5809986643
165,0,0,0,0,1505945.135271929,2909521.0607761275,3903962.7024076567,4211687.694125423
166,0,0,0,0,1492946.2849623216,2921768.108591417,3929830.522143649,4245697.275838351
167,0,0,0,0,1478688.1854065356,2933550.012396358,3955898.324561335,4280483.469625949
168,0,0,0,0,1463483.8023248983,2945118.1923014917,3982293.128268475,4315552.448856219
169,0,0,0,0,1447615.6108127402,2956077.4899772736,4008402.464774976,4350956.175085372
170,0,0,0,0,1431413.9097759495,2967223.353543708,4034866.7835033974,4386710.349279653
171,0,0,0,0,1415395.3318787364,2977656.455868974,4061783.939947011,4422886.554776429
172,0,0,0,0,1398799.9000350828,2987876.055126833,4088797.9790945346,4459420.877022293
173,0,0,0,0,1381954.5866307127,2999166.425735371,4116445.9589258055,4496201.775805701
174,0,0,0,0,1364322.2208847266,3009329.8669904596,4144222.93171496,4533288.562655286
175,0,0,0,0,1346602.4164169917,3019060.9977647937,4171635.822865407,4570915.819544463
176,0,0,0,0,1328514.2201701794,3028973.2575396425,4198788.694705102,4608954.111712131
177,0,0,0,0,1312508.5744011966,3037768.3926360644,4225914.091700238,4647007.1212233305
178,0,0,0,0,1297171.4916886322,3043976.3222128786,4254128.6100524785,4685401.666625963
179,0,0,0,0,1281055.055939213,3047651.4051931407,4280646.679700521,4724533.206597585
180,0,0,0,0,1264444.133906221,3052022.150210381,4305410.2205701135,4764145.562722357
181,0,0,0,0,1247545.6675733456,3053956.816571262,4329760.300458099,4803562.527348016
182,0,0,0,0,1230098.1638896547,3055043.8956417297,4353882.786552503,4843089.383352775
183,0,0,0,0,1210502.7755262726,3056150.1303279125,4377985.944591067,4879256.973156001
184,0,0,0,0,1190280.210899232,3060033.848366134,4402374.222617767,4915759.992392479
185,0,0,0,0,1170174.0918239818,3078691.7797216023,4431336.09307973,4952423.857918215
186,0,0,0,0,1146436.070843428,3091778.0709098666,4459024.837094975,4990099.7848008135
187,0,0,0,0,1121143.850217834,3103629.7280228357,4486501.295016226,5028009.777096511
188,0,0,0,0,1095496.5840163024,3113365.9226565612,4514054.510647491,5065841.105298445
189,0,0,0,0,1068813.920359871,3122403.193121891,4541051.982710289,5105322.498978137
190,0,0,0,0,1041804.2757464247,3131294.212715112,4568271.627485932,5145289.84654599
191,0,0,0,0,1014917.3088845686,3139355.070864974,4595626.913526297,5184885.002142092
192,0,0,0,0,987645.3611316001,3145669.3943535346,4622912.8220835375,5224705.245986178
193,0,0,0,0,960259.2065508997,3151458.897254465,4650375.319773925,5265002.217277677
194,0,0,0,0,931833.0168314541,3157633.9616972352,4678148.1719249515,5305627.33074323
195,0,0,0,0,903262.42364715,3162685.884532176,4705494.575399632,5346568.25580171
196,0,0,0,0,876812.7812446909,3166433.7333180043,4732203.490544478,5387722.286724697
197,0,0,0,0,850251.7946334118,3170087.5567629975,4759281.388157573,5429152.039296223
198,0,0,0,0,822457.5781016804,3174186.4496702175,4783103.485815038,5470692.015238808
199,0,0,0,0,794681.1761064996,3172555.5878544725,4804179.481093105,5512622.416725002
200,0,0,0,0,766153.7734686345,3168557.634523626,4824748.2186332615,5554921.1200171355
201,0,0,0,0,737715.2244820194,3163642.6923923222,4845878.954001726,5597524.890044642
202,0,0,0,0,707055.9672602484,3158611.139859495,4867512.533012398,5636113.432518687
203,0,0,0,0,676563.5167026642,3152199.2570343446,4888310.988698719,5676430.510417852
204,0,0,0,0,641959.0386317547,3145568.610377166,4909283.391422568,5716334.550895537
205,0,0,0,0,606705.2238159941,3137496.7128316895,4930668.7623729985,5756510.558424262
206,0,0,0,0,570584.5847877486,3128832.958416718,4951601.441799992,5796982.922495235
207,0,0,0,0,534929.6822927933,3124522.810088261,4975098.570761885,5837361.3819441
208,0,0,0,0,499080.1713815251,3121497.158527673,4999374.328145884,5877973.557394205
209,0,0,0,0,463108.4631084175,3114980.3913063784,5021591.2665942535,5918996.477277305
210,0,0,0,0,427008.5175752863,3107208.6764091984,5042742.28055169,5960424.04438341
211,0,0,0,0,390375.5242648167,3100973.7568340814,5069116.802584669,6002113.716309677
212,0,0,0,0,349380.1362857567,3094269.598527441,5092687.423777133,6043874.799755245
213,0,0,0,0,307733.7495573886,3084731.7360302065,5115989.315701466,6085989.745205865
214,0,0,0,0,264912.9463603797,3074712.5727285603,5135276.371885519,6128542.769378582
215,0,0,0,0,0.0,3062713.85336345,5151343.916577608,6171140.83230439
216,0,0,0,0,0,3047874.1310425415,5167093.874958556,6213469.928482541
217,0,0,0,0,0,3030995.10678231,5182955.065395651,6256050.023590232
218,0,0,0,0,0,3013669.323622741,5198725.791659289,6293810.736331916
219,0,0,0,0,0,2995636.457210985,5214066.835510538,6331725.961523824
220,0,0,0,0,0,2977663.531229868,5229409.078592584,6369862.149226218
221,0,0,0,0,0,2959157.9686274407,5244888.961363999,6407572.5845397785
222,0,0,0,0,0,2939989.909579567,5259502.693818913,6445803.041756488
223,0,0,0,0,0,2921234.8881743657,5273435.56442666,6484906.093727079
224,0,0,0,0,0,2901822.3893110673,5286367.984730294,6524344.757611789
225,0,0,0,0,0,2882086.439123361,5299487.752288103,6563634.691587012
226,0,0,0,0,0,2863461.3606487988,5312687.938216031,6602555.166545143
227,0,0,0,0,0,2844533.104718519,5324118.635157954,6641688.0161876185
228,0,0,0,0,0,2824380.049256856,5330294.772557119,6680787.033747962
229,0,0,0,0,0,2803593.727252983,5336958.7012066655,6719664.264869715
230,0,0,0,0,0,2781684.399027879,5344624.84148108,6759064.205705941
231,0,0,0,0,0,2757800.1663167393,5351176.651814307,6796420.597100475
232,0,0,0,0,0,2733472.3505067145,5355740.948304062,6832620.064280316
233,0,0,0,0,0,2708577.258583057,5359424.503972847,6867941.933137969
234,0,0,0,0,0,2682615.9423266524,5362767.284673284,6902641.186359763
235,0,0,0,0,0,2654771.5867336746,5365673.110326153,6937409.185963984
236,0,0,0,0,0,2626726.562758085,5368929.741631372,6971848.383678122
237,0,0,0,0,0,2599106.8873556103,5376177.014849591,7006157.689380454
238,0,0,0,0,0,2570473.607204741,5394340.639309193,7040469.8262248365
239,0,0,0,0,0,2539984.7012132066,5403515.159007773,7074831.419699422
240,0,0,0,0,0,2508948.056471085,5411469.837609988,7112915.519227484
241,0,0,0,0,0,2476185.1089789425,5418529.311969923,7149727.816228092
242,0,0,0,0,0,2440638.7161973044,5424856.594580657,7181445.528846555
243,0,0,0,0,0,2402219.559914746,5430110.218369242,7213140.74836167
244,0,0,0,0,0,2356567.9799139276,5435274.509360605,7244995.799133492
245,0,0,0,0,0,2285567.2385516632,5440647.546880557,7276573.936885411
246,0,0,0,0,0,2448106.7931635706,5445131.284632138,7307948.479307582
247,0,0,0,0,0,2341537.7884487286,5448571.169761172,7338657.486072771
248,0,0,0,0,0,2287825.8386326376,5450568.654425608,7369160.880667196
249,0,0,0,0,0,2245026.420257785,5451827.179035073,7399520.120648116
250,0,0,0,0,0,2204984.982537161,5453571.600975933,7429506.494186727
251,0,0,0,0,0,2165588.3071464063,5454463.203245437,7455459.677866707
252,0,0,0,0,0,2126539.703066082,5454151.062172755,7480954.028177155
253,0,0,0,0,0,2089922.9744541526,5453240.920701346,7506452.550857441
254,0,0,0,0,0,2053837.2702989983,5452191.084866068,7531682.397580495
255,0,0,0,0,0,2017591.9791697187,5451276.421984081,7556763.651592102
256,0,0,0,0,0,1980409.1326738154,5450332.800935397,7580888.446838822
257,0,0,0,0,0,1943098.3008604601,5447661.428602845,7604849.3858134225
258,0,0,0,0,0,1905421.4069286606,5444249.23761754,7627290.011014036
259,0,0,0,0,0,1868669.7817143511,5440116.756868921,7647945.288116882
260,0,0,0,0,0,1832159.8543708643,5434729.908556288,7668327.503581781
261,0,0,0,0,0,1796504.613411453,5428546.188151947,7687711.147641429
262,0,0,0,0,0,1761871.1920976078,5420781.001312635,7706028.877898953
263,0,0,0,0,0,1727050.4675803694,5411220.446975802,7723800.483507485
264,0,0,0,0,0,1692528.6962582362,5399596.700219804,7741158.686006636
265,0,0,0,0,0,1657669.4014828256,5386691.822543976,7756401.61745977
266,0,0,0,0,0,1621246.7667082807,5385272.6274985615,7771145.690647832
267,0,0,0,0,0,1584843.6911113537,5380360.598822801,7785333.0035665175
