C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
268,0,0,0,0,0,1548196.3265390913,5376454.878618985,7798455.87162336
269,0,0,0,0,0,1511024.6628424032,5369938.249963472,7811274.856662535
270,0,0,0,0,0,1471237.6065273138,5356182.747463613,7823874.2074341895
271,0,0,0,0,0,1429391.7906483668,5330497.206335219,7835329.395038827
272,0,0,0,0,0,1386888.2583044956,5275286.039628261,7845720.359898345
273,0,0,0,0,0,1343717.4783090255,5113845.898533906,7856811.498419232
274,0,0,0,0,0,1299955.7544406685,5527714.898445939,7870161.420973909
275,0,0,0,0,0,1255527.7668358888,5460753.066944097,7882949.457343649
276,0,0,0,0,0,1211143.7757870818,5429109.473753613,7894643.898779315
277,0,0,0,0,0,1165492.2959154989,5408545.906689701,7904056.360698391
278,0,0,0,0,0,1118503.1987922948,5391782.556018026,7919128.630563119
279,0,0,0,0,0,1069996.4214036674,5377088.918248591,7931133.294305839
280,0,0,0,0,0,1019908.0606352637,5363674.864613536,7942140.313961152
281,0,0,0,0,0,967821.4873666611,5350341.056870641,7952694.41308488
282,0,0,0,0,0,912434.8580035152,5335466.233625817,7962875.295377381
283,0,0,0,0,0,852715.401440669,5320256.629584542,7972594.80780502
284,0,0,0,0,0,786162.1233430635,5304310.9700950645,7981621.904017084
285,0,0,0,0,0,708751.196289147,5288189.759531054,7990118.745447013
286,0,0,0,0,0,609633.4582333772,5271211.558511292,7998034.328318847
287,0,0,0,0,0,462377.00931092864,5252387.405189223,8005083.788493458
288,0,0,0,0,0,0.0,5231179.714241495,8011844.652959869
289,0,0,0,0,0,0,5207237.515307939,8018248.391071843
290,0,0,0,0,0,0,5179895.675395321,8023980.614936164
291,0,0,0,0,0,0,5146024.050252502,8028957.257349765
292,0,0,0,0,0,0,5098059.037478177,8033544.9345101295
293,0,0,0,0,0,0,5014772.129602557,8037759.596877754
294,0,0,0,0,0,0,4829614.49671444,8041610.9834060185
295,0,0,0,0,0,0,5455168.624581954,8045049.919282842
296,0,0,0,0,0,0,5314784.843208328,8047984.48973961
297,0,0,0,0,0,0,5245623.83531162,8049782.002584294
298,0,0,0,0,0,0,5202629.291038511,8051210.918261386
299,0,0,0,0,0,0,5173310.668262185,8052921.8747200575
300,0,0,0,0,0,0,5149115.902552818,8054526.934520449
301,0,0,0,0,0,0,5127271.133446439,8055640.43863119
302,0,0,0,0,0,0,5105539.752501493,8056393.85454105
303,0,0,0,0,0,0,5084691.542662008,8055778.207045324
304,0,0,0,0,0,0,5064353.306134331,8054419.2866969295
305,0,0,0,0,0,0,5044118.079383761,8052702.912846032
306,0,0,0,0,0,0,5024534.385882246,8050801.0929701375
307,0,0,0,0,0,0,5005639.236091165,8049053.019151988
308,0,0,0,0,0,0,4988082.352324863,8046879.180176708
309,0,0,0,0,0,0,4970176.6080058385,8044301.095133287
310,0,0,0,0,0,0,4950946.279130928,8040581.876421991
311,0,0,0,0,0,0,4928634.30252419,8036187.6340219155
312,0,0,0,0,0,0,4904611.943422552,8030998.619823911
313,0,0,0,0,0,0,4880466.839434321,8025408.596316552
314,0,0,0,0,0,0,4855594.634860346,8019294.472706811
315,0,0,0,0,0,0,4830225.038579074,8012933.71673863
316,0,0,0,0,0,0,4804256.015737178,8014316.928103581
317,0,0,0,0,0,0,4777151.83202163,8014184.009187082
318,0,0,0,0,0,0,4749201.440724456,8014481.208294219
319,0,0,0,0,0,0,4720551.615352418,8014469.974758979
320,0,0,0,0,0,0,4691698.789132802,8013535.839740809
321,0,0,0,0,0,0,4662278.591288327,8010610.824872555
322,0,0,0,0,0,0,4632241.92121739,8007380.645039267
323,0,0,0,0,0,0,4601224.453737203,8003914.080444139
324,0,0,0,0,0,0,4568949.591386165,8000540.159797193
325,0,0,0,0,0,0,4535445.203816139,7996643.064761796
326,0,0,0,0,0,0,4500780.95951935,7992481.261317086
327,0,0,0,0,0,0,4464737.037777856,7988101.208838394
328,0,0,0,0,0,0,4426921.333744777,7982700.261191622
329,0,0,0,0,0,0,4386816.361362329,7976978.969315813
330,0,0,0,0,0,0,4343994.173292453,7970567.082464264
331,0,0,0,0,0,0,4298411.664332741,7963686.057876515
332,0,0,0,0,0,0,4248429.537653942,7955448.79079441
333,0,0,0,0,0,0,4191633.125317757,7946855.150957112
334,0,0,0,0,0,0,4125034.384306671,7938285.176763299
335,0,0,0,0,0,0,4042559.2713221028,7929333.245499426
336,0,0,0,0,0,0,3935544.7948406124,7919914.2006243365
337,0,0,0,0,0,0,3785978.141023894,7909764.801334386
338,0,0,0,0,0,0,3561335.5273157447,7898885.024153077
339,0,0,0,0,0,0,0.0,7887685.171539244
340,0,0,0,0,0,0,0,7875812.274388899
341,0,0,0,0,0,0,0,7862745.130847899
342,0,0,0,0,0,0,0,7847522.6073100045
343,0,0,0,0,0,0,0,7832139.087080798
344,0,0,0,0,0,0,0,7816555.007963095
345,0,0,0,0,0,0,0,7799814.869464528
346,0,0,0,0,0,0,0,7782873.6585832415
347,0,0,0,0,0,0,0,7765920.654605473
348,0,0,0,0,0,0,0,7748772.678321079
349,0,0,0,0,0,0,0,7732071.595081621
350,0,0,0,0,0,0,0,7715122.984934896
351,0,0,0,0,0,0,0,7698047.470753056
352,0,0,0,0,0,0,0,7680594.815631561
353,0,0,0,0,0,0,0,7660651.632358039
354,0,0,0,0,0,0,0,7639540.629160215
355,0,0,0,0,0,0,0,7629390.676714297
356,0,0,0,0,0,0,0,7612705.142283736
357,0,0,0,0,0,0,0,7595705.884232521
358,0,0,0,0,0,0,0,7578516.055391413
359,0,0,0,0,0,0,0,7560978.84859613
360,0,0,0,0,0,0,0,7543542.738382886
361,0,0,0,0,0,0,0,7528394.995588006
362,0,0,0,0,0,0,0,7513145.600250114
363,0,0,0,0,0,0,0,7497800.637651073
364,0,0,0,0,0,0,0,7480265.984295297
365,0,0,0,0,0,0,0,7460783.101807576
366,0,0,0,0,0,0,0,7441600.9386069365
367,0,0,0,0,0,0,0,7422754.875869977
368,0,0,0,0,0,0,0,7404064.06740716
369,0,0,0,0,0,0,0,7385101.809845116
370,0,0,0,0,0,0,0,7365962.389687263
371,0,0,0,0,0,0,0,7346664.565433161
372,0,0,0,0,0,0,0,7327491.432683402
373,0,0,0,0,0,0,0,7307569.6369188195
374,0,0,0,0,0,0,0,7286775.598897127
375,0,0,0,0,0,0,0,7267749.966112665
376,0,0,0,0,0,0,0,7249057.843063341
377,0,0,0,0,0,0,0,7230540.561525439
378,0,0,0,0,0,0,0,7211324.450038167
379,0,0,0,0,0,0,0,7191558.568020381
380,0,0,0,0,0,0,0,7170759.389701347
381,0,0,0,0,0,0,0,7149616.359155868
382,0,0,0,0,0,0,0,7127629.360652062
383,0,0,0,0,0,0,0,7106196.254770541
384,0,0,0,0,0,0,0,7084994.225230869
385,0,0,0,0,0,0,0,7063755.697156222
386,0,0,0,0,0,0,0,7042749.514391926
387,0,0,0,0,0,0,0,7020998.193538866
388,0,0,0,0,0,0,0,6999060.083891252
389,0,0,0,0,0,0,0,6976998.760107091
390,0,0,0,0,0,0,0,6955005.943095898
391,0,0,0,0,0,0,0,6933451.435607816
392,0,0,0,0,0,0,0,6912504.100244981
393,0,0,0,0,0,0,0,6891792.179702691
394,0,0,0,0,0,0,0,6880117.11986273
395,0,0,0,0,0,0,0,6863910.987519782
396,0,0,0,0,0,0,0,6846708.046627271
397,0,0,0,0,0,0,0,6829132.24305747
398,0,0,0,0,0,0,0,6811796.164989778
399,0,0,0,0,0,0,0,6794639.068357968
400,0,0,0,0,0,0,0,6777494.03623191
