C,T(B=10°),T(B=20°),T(B=30°),T(B=40°),T(B=50°),T(B=60°),T(B=70°),T(B=80°)
205,0,0,0,0,4403.833549432242,17950.175739615457,16510.839256892,3458.4981717254136
206,0,0,0,0,4234.062369832516,17886.105426080503,16688.31358001532,3479.0355571838345
207,0,0,0,0,4059.15806163481,17821.2893410045,16855.056041676075,3500.3768563345006
208,0,0,0,0,3879.233287766601,17755.401346612307,17050.803243748986,3522.5677211580264
209,0,0,0,0,3694.094254104675,17688.702675241973,17241.72398138566,3545.6549629997417
210,0,0,0,0,3498.1961038533673,17622.890757041878,17416.26085823126,3569.6865807763797
211,0,0,0,0,3286.2214593850554,17557.746639244306,17607.685628720843,3594.711789178562
212,0,0,0,0,3047.3922179209917,17492.137175058313,17792.11409818021,3620.781048612055
213,0,0,0,0,2758.605863951938,17425.621140825628,17970.33330539709,3647.9460977324625
214,0,0,0,0,2368.505603251532,17341.64209621532,18132.956201050398,3676.259988784269
215,0,0,0,0,1745.5636505406085,17256.343275328207,18289.076616642593,3705.7771259758215
216,0,0,0,0,0,17169.940519024618,18433.136259902883,3736.553307149503
217,0,0,0,0,0,17085.362126305834,18577.7787035888,3768.645769018806
218,0,0,0,0,0,17001.59162398151,18705.325694758114,3802.1132362827766
219,0,0,0,0,0,16918.28448441772,18839.84748616982,3837.015974948729
220,0,0,0,0,0,16835.368853626198,18959.09503229016,3873.4158502312853
221,0,0,0,0,0,16753.51776691716,19077.43598886551,3898.0067735451207
222,0,0,0,0,0,16672.78251412402,19204.73266410675,3915.0546787708877
223,0,0,0,0,0,16592.07116495212,19330.388084591745,3932.98776850918
224,0,0,0,0,0,16512.12435083065,19441.909511994025,3951.8629721425573
225,0,0,0,0,0,16433.388261262142,19545.922023141116,3971.7383009653904
226,0,0,0,0,0,16356.03432881347,19638.779442234958,3992.672869741459
227,0,0,0,0,0,16280.645079330809,19708.847476591855,4014.726927326506
228,0,0,0,0,0,16197.929330139981,19818.904648478016,4037.961888501408
229,0,0,0,0,0,16109.246824862466,19951.539346128437,4062.4403692072815
230,0,0,0,0,0,16020.835990575337,20078.830895097046,4088.2262254705383
231,0,0,0,0,0,15931.957289514028,20209.56725968112,4115.384596344614
232,0,0,0,0,0,15844.714393299597,20322.122042384774,4143.981951223698
233,0,0,0,0,0,15758.536584887976,20437.462941129656,4174.086141921463
234,0,0,0,0,0,15673.03813664766,20551.44196852422,4200.012685940719
235,0,0,0,0,0,15586.175741651921,20655.546196498664,4212.70298284071
236,0,0,0,0,0,15498.676612667623,20722.85091215985,4226.3317569328565
237,0,0,0,0,0,15407.652432388848,20791.00398909581,4240.962972537412
238,0,0,0,0,0,15317.13010002302,20841.696577487706,4256.66141119339
239,0,0,0,0,0,15225.47407900407,20878.775600182173,4273.492688632688
240,0,0,0,0,0,15125.78409160182,20916.810698966427,4291.523282506788
241,0,0,0,0,0,15021.892212346245,20959.253226312183,4310.820561727829
242,0,0,0,0,0,14915.810305759795,21002.254523606007,4331.452819585201
243,0,0,0,0,0,14809.23321133559,21037.299342603397,4353.489310994334
244,0,0,0,0,0,14701.154017766363,21059.783002832686,4377.000294263868
245,0,0,0,0,0,14592.895887587785,21081.134544259883,4395.696023250376
246,0,0,0,0,0,14484.944557477364,21098.495145366236,4404.051689288753
247,0,0,0,0,0,14376.415956320372,21100.400442043992,4413.353548318026
248,0,0,0,0,0,14268.190609432104,21098.54431851641,4423.668575317217
249,0,0,0,0,0,14159.233700163884,21093.908278478415,4435.064174712272
250,0,0,0,0,0,14039.613473499914,21086.997771081238,4447.608194419436
251,0,0,0,0,0,13917.465473340295,21078.447178930437,4461.368946235518
252,0,0,0,0,0,13795.308932392765,21069.446723751083,4476.415228831141
253,0,0,0,0,0,13673.03799791699,21054.27979608465,4492.816354493987
254,0,0,0,0,0,13551.013157054706,21032.904531534372,4503.133468701493
255,0,0,0,0,0,13429.275945892077,20996.1900759891,4506.921627273743
256,0,0,0,0,0,13302.421057069232,20957.51521664377,4511.5665112006845
257,0,0,0,0,0,13158.31382694233,20916.90943814788,4517.134810969084
258,0,0,0,0,0,12984.56073277239,20885.012047568252,4523.693200613645
259,0,0,0,0,0,12808.4151427403,20854.625049979015,4531.308343466135
260,0,0,0,0,0,12631.112694161362,20826.820853990095,4540.046901325129
261,0,0,0,0,0,12444.63814671493,20806.173807522962,4544.507753461466
262,0,0,0,0,0,12259.6634598032,20787.67016586633,4543.407990245221
263,0,0,0,0,0,12081.14448179761,20762.204423883555,4542.951990493695
264,0,0,0,0,0,11902.490628165719,20727.019017512896,4543.205024156334
265,0,0,0,0,0,11715.712297702828,20684.70762126915,4544.231925282343
266,0,0,0,0,0,11528.3070834334,20640.879818541605,4546.09722037342
267,0,0,0,0,0,11342.621329618894,20592.23480858484,4540.450322294396
268,0,0,0,0,0,11156.382835264276,20538.109313330482,4534.935978065584
269,0,0,0,0,0,10961.413005138795,20480.473270139446,4529.789039009522
270,0,0,0,0,0,10769.839738555957,20419.40759193116,4525.074328075938
271,0,0,0,0,0,10580.273117371438,20354.55488100117,4518.476659150059
272,0,0,0,0,0,10389.937474508682,20284.969759742897,4509.2765700252885
273,0,0,0,0,0,10192.836398078502,20213.297548728988,4500.037523386094
274,0,0,0,0,0,9992.822717630814,20142.366483794176,4490.827559392873
275,0,0,0,0,0,9790.339753128716,20067.68962610873,4481.714276431868
276,0,0,0,0,0,9589.040964609723,19991.579802396413,4472.76429214526
277,0,0,0,0,0,9389.644727875344,19912.14692266504,4464.043338146588
