C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
178,0,0,0,0,1041756.4673699214,2581690.7757957517,3126319.575737944,3617532.4678074867
179,0,0,0,0,1023340.3241302392,2596656.746647385,3152562.508582101,3644402.829526794
180,0,0,0,0,1005516.991258451,2608999.904474175,3177620.0505319256,3671553.0516036274
181,0,0,0,0,987501.369216981,2621223.021372155,3198988.563888685,3698988.5215879446
182,0,0,0,0,969698.0474671676,2633199.55787107,3220457.5692949314,3726714.857888731
183,0,0,0,0,951149.633245954,2645767.1262413976,3242511.4833444795,3754737.921464785
184,0,0,0,0,930761.2960947334,2658009.761057139,3265463.3228859263,3782782.318125979
185,0,0,0,0,909601.8546627766,2668580.553833412,3287997.24874942,3807945.295836563
186,0,0,0,0,888185.8993372009,2679978.72890887,3309986.3358017895,3833332.4180184454
187,0,0,0,0,866307.1394741677,2691037.338751145,3332502.2924721036,3858945.9365839185
188,0,0,0,0,843962.9670939167,2701483.8413010407,3356225.4524352727,3884788.2689162516
189,0,0,0,0,821142.5761717444,2711213.8004916473,3382704.401872388,3910861.983646067
190,0,0,0,0,797857.3034724476,2719939.5574702364,3409434.752472082,3937169.8164284076
191,0,0,0,0,773581.4126067052,2727746.002769323,3436405.2829454155,3963714.678868335
192,0,0,0,0,748527.1047159494,2735231.301937871,3462286.401827862,3990499.667871387
193,0,0,0,0,721476.1774362624,2742510.2328374498,3487604.717084523,4017528.0754495603
194,0,0,0,0,693355.9135804732,2746025.4896503272,3513704.575539873,4044803.3990141004
195,0,0,0,0,664739.0380426043,2749717.1607758338,3541701.0542636923,4072329.3521911823
196,0,0,0,0,635791.9787761761,2753411.2872981285,3569172.126215812,4100109.876197628
197,0,0,0,0,606523.6194443128,2757534.4778169887,3595607.357213886,4128149.1518181856
198,0,0,0,0,576886.0411309846,2761915.431648102,3622329.576774109,4156451.6120290803
199,0,0,0,0,546972.3172146716,2764997.464419425,3650243.168593395,4185021.955315919
200,0,0,0,0,516692.46684804285,2764828.0640027933,3674335.48369546,4213865.31322756
201,0,0,0,0,487096.93546310556,2764175.483240508,3697505.5398971746,4242986.664121746
202,0,0,0,0,457128.9973143136,2763681.8999512214,3720454.634053523,4272391.73257785
203,0,0,0,0,426546.56724537886,2763420.345292152,3741931.1099560936,4302086.428277119
204,0,0,0,0,395505.7396578844,2762452.2409143243,3762838.599567224,4330392.599133001
205,0,0,0,0,363928.25792753947,2760895.057095246,3784935.030045209,4356522.004618356
206,0,0,0,0,331825.78983298125,2758994.5057286927,3807752.3067911738,4382838.754456021
207,0,0,0,0,299899.78435536724,2755160.32664184,3830118.0994517133,4409343.123744098
208,0,0,0,0,267503.06913586427,2750649.6284323973,3852408.749112552,4436033.699004056
209,0,0,0,0,235302.0175468094,2747390.7809207984,3877113.367324715,4462917.608472228
210,0,0,0,0,202043.24796080668,2743259.913704061,3901694.0293163415,4489997.421040131
211,0,0,0,0,168010.13906063634,2738567.2795448815,3929692.6381444363,4517275.967796121
212,0,0,0,0,133233.79936921675,2732493.9094425263,3957703.7980992496,4544756.355367319
213,0,0,0,0,97153.89356160219,2726218.267661277,3984187.66940856,4572441.98000167
214,0,0,0,0,0.0,2719846.8353064344,4011066.2312607104,4600336.542448263
215,0,0,0,0,0,2713344.1321238657,4035890.89062809,4628444.201967768
216,0,0,0,0,0,2706398.4858194846,4056651.084399918,4656769.05128458
217,0,0,0,0,0,2697712.8725458896,4078198.868788948,4685315.930951216
218,0,0,0,0,0,2688488.743508909,4099974.9218786354,4714089.92697288
219,0,0,0,0,0,2677148.431707691,4120159.487119328,4743096.518698326
220,0,0,0,0,0,2664883.39499906,4139604.145642518,4770750.421175287
221,0,0,0,0,0,2653168.019059391,4158686.0993339913,4795857.144419324
222,0,0,0,0,0,2641458.0152972043,4177724.1276312987,4821082.333613823
223,0,0,0,0,0,2626651.143842398,4195884.423334321,4846427.633135875
224,0,0,0,0,0,2611206.8232718664,4214566.400061855,4871894.981490136
225,0,0,0,0,0,2596375.642755809,4233837.314845052,4897486.625628418
226,0,0,0,0,0,2581674.5626028385,4253260.893547017,4923205.128030151
227,0,0,0,0,0,2566120.6806926862,4271502.836224955,4949053.385866668
228,0,0,0,0,0,2549771.936355624,4292213.648804348,4975034.647519128
229,0,0,0,0,0,2533068.2677390003,4308946.274011939,5001152.651400981
230,0,0,0,0,0,2516582.4712261697,4323424.17138905,5027411.169795446
231,0,0,0,0,0,2499038.3241222794,4338212.310291316,5053814.726605787
232,0,0,0,0,0,2480290.6287937057,4353942.8471409,5080368.162278089
233,0,0,0,0,0,2461165.3746758527,4369255.472284651,5106299.69345193
234,0,0,0,0,0,2441381.638252654,4382819.18310582,5128909.26550067
235,0,0,0,0,0,2421581.714134114,4396053.211904827,5151554.70792222
236,0,0,0,0,0,2401016.8538991255,4409529.893009748,5174237.476101709
237,0,0,0,0,0,2378465.6841154923,4423170.34492596,5196959.34700446
238,0,0,0,0,0,2355183.9739691583,4437296.034892704,5219722.448136528
239,0,0,0,0,0,2331908.4370774687,4450958.9696900295,5242529.259053712
240,0,0,0,0,0,2308664.6551087913,4462997.590174805,5265382.633283292
241,0,0,0,0,0,2285728.39335018,4473454.501717262,5288285.916667667
242,0,0,0,0,0,2263353.286043712,4484509.780123737,5311242.57489761
243,0,0,0,0,0,2240783.443383356,4494366.697817945,5334256.790123325
244,0,0,0,0,0,2217199.3605696773,4504041.5292666415,5355882.031778328
245,0,0,0,0,0,2194416.4790824973,4513542.075959436,5375060.4864090495
246,0,0,0,0,0,2171918.304745915,4522815.012247126,5394187.930241738
247,0,0,0,0,0,2148565.8846683227,4531295.175477053,5413265.564902518
248,0,0,0,0,0,2125946.662192892,4539498.2029856285,5432294.921478185
249,0,0,0,0,0,2104054.096093648,4547429.607314275,5451277.882859547
250,0,0,0,0,0,2081745.2622389123,4631454.223140777,5470216.762797817
251,0,0,0,0,0,2058659.445267416,4712566.6913963575,5489114.045141055
252,0,0,0,0,0,2034736.7515217518,4724484.068947557,5507972.815158705
253,0,0,0,0,0,2009519.4518229896,4735851.946110089,5524811.548690379
254,0,0,0,0,0,1983477.797822508,4747062.475664815,5540131.238530323
255,0,0,0,0,0,1956813.0108418516,4757568.301213931,5555315.5198238455
256,0,0,0,0,0,1929769.3776313495,4767678.38191237,5570365.03032727
257,0,0,0,0,0,1902140.1890582547,4775431.27685566,5585280.709298239
258,0,0,0,0,0,1873746.3403111883,4782685.707184252,5600063.862994333
259,0,0,0,0,0,1845341.5628667523,4789653.150820019,5614715.97119714
260,0,0,0,0,0,1814973.555620644,4795720.010444516,5627827.323830195
261,0,0,0,0,0,1781142.0964827898,4801313.104179858,5641753.228867781
262,0,0,0,0,0,1746427.0003494816,4806556.415921715,5654664.016383921
263,0,0,0,0,0,1708624.669644283,4811402.613517932,5667377.078341626
264,0,0,0,0,0,1666187.892298185,4814756.397743506,5679871.077695185
265,0,0,0,0,0,1615013.946057038,4817709.820459956,5695043.704490363
266,0,0,0,0,0,1541581.1111364188,4819731.995662539,5712297.769357801
267,0,0,0,0,0,0.0,4820690.528860201,5728030.242780799
