C,eta(B=10°),eta(B=20°),eta(B=30°),eta(B=40°),eta(B=50°),eta(B=60°),eta(B=70°),eta(B=80°)
21,0.6036070816776108,0.4918657463992565,0.4034228008672755,0.19276844765795287,0.1028511496807882,0.0671110144867431,0.04387262311508175,0.02296872763833241
22,0.6193353393372735,0.5092564320223539,0.4199290420720723,0.20362607820572196,0.10800524522618282,0.0702311462665482,0.04588945271813503,0.024004714386364374
23,0.6337432410960345,0.5262663941116484,0.43591873573570905,0.21470322512955414,0.11319636410191905,0.07334416196092372,0.04789777940112312,0.02503349695178748
24,0.6466077452611716,0.5428958341696307,0.45163659668262257,0.22601142789216253,0.11842670334798384,0.07645011043290802,0.04989736124871094,0.02605481115532181
25,0.6578194222814991,0.5590597742614668,0.4671092147508861,0.23756283440845063,0.12369853097007176,0.07955774406267782,0.051887960362074326,0.027068393851357883
26,0.6671761733816723,0.5751732272550683,0.4818657573349723,0.2493702380167829,0.12901418664937783,0.08266101735567404,0.05386934318614164,0.0280739833252674
27,0.6745431455015095,0.5904964881006942,0.49615608592579574,0.2614471170873544,0.1343761695114506,0.08575985443325693,0.055841280806226176,0.029071319664633256
28,0.6795358359453189,0.6053351774828775,0.5099578464287026,0.2738076777417685,0.13978783958865199,0.08885457228255465,0.05780354921668455,0.030060145106283923
29,0.6817305228014188,0.6196906427960547,0.5234560035323557,0.2864668999341131,0.1452511788156987,0.09194550604263405,0.0597559295640444,0.031040204360953044
30,0.6803898191788097,0.6336353693395185,0.536568936393962,0.2994405872078051,0.15076889593095916,0.09503300865364364,0.06169820836682493,0.03201124491726865
31,0.6749808724534533,0.6473238666345694,0.5494004090088943,0.3127454204727849,0.156343785059858,0.09811745063275577,0.06363017771404236,0.03297301732663366
32,0.6647503652092799,0.6605819541841533,0.5618592961617878,0.3263990161818186,0.161978727284091,0.10120790600331654,0.06555163544416572,0.03392527547040119
33,0.6460515753491773,0.6734782468246954,0.573999022033486,0.3404199893236734,0.16767669222854992,0.10430042027520935,0.06746238530607333,0.03486777681058956
34,0.6162941290830686,0.6860106187191757,0.5856893126144447,0.3548280216953198,0.17344073977576985,0.10739372412839109,0.06936223710336507,0.035800282625228066
35,0.5719792695216402,0.698156611154984,0.5970851604118188,0.3696422881176289,0.1792740219423202,0.11048844465521683,0.07125100682320941,0.036722558229284594
36,0.5009353238904791,0.7099471453955856,0.608159750074342,0.3848794747717419,0.1851798017188221,0.11358522603061114,0.07312851675075403,0.03763437318199848
37,0.381903112748405,0.7213448384281398,0.6192243863930715,0.4005685699184438,0.19116138924949697,0.11668472902475784,0.07499459556999839,0.0385355014813316
38,0.14791959237557215,0.7323493985485305,0.62973109918796,0.41673419303320475,0.19722223955960247,0.11979448233677835,0.0768490784519165,0.039425721746157195
39,0,0.7429016370709763,0.6399067072273169,0.43339199710771276,0.20336589316935508,0.12291216908637928,0.07869180713053016,0.040304817386725734
40,0,0.7531538221911391,0.6498264487422234,0.45056801336460955,0.209594786501166,0.126036887194274,0.08052262996755832,0.04117257676388352
41,0,0.7630400596034435,0.6594706518434743,0.4653516145982792,0.2159135607037822,0.12917018210040163,0.0823414020062079,0.042028793337467535
42,0,0.7725499005866604,0.6688241944827241,0.4819670032128529,0.22232399624894292,0.13231295875848612,0.08414798501462693,0.0428732658042594
43,0,0.7816653791639082,0.6779395570306934,0.4989031288415456,0.22883049995889498,0.1354713001856548,0.0859422475195018,0.04370579822584957
44,0,0.7903752934202392,0.6867923117919809,0.5134353649206347,0.23543778641725727,0.13864644139985713,0.08772406483025262,0.04452620014674077
45,0,0.7986584880596885,0.6954132504004435,0.5295550760289255,0.24214988922217637,0.14183750450723948,0.08949331905425709,0.04533428670300079
46,0,0.8064937881415848,0.7038326787679503,0.5455813581732473,0.24897095058370802,0.14504815460123485,0.09124991151114656,0.046129878721765334
47,0,0.8137793116730864,0.7120236087640736,0.5605952538387949,0.2559052243051045,0.14828235948174193,0.09299385361112066,0.046912802811881794
48,0,0.8207269512602555,0.7200076130302208,0.5755295493765359,0.2629570789038138,0.1515425482906892,0.09472493485148656,0.04768289144598197
49,0,0.8273018934641905,0.7277949482723356,0.5904789092763922,0.27013100087511727,0.15482864181331493,0.0964430653899544,0.04844004876749661
50,0,0.8334387075436174,0.7353808570215886,0.6050266820878577,0.2774315981014874,0.1581422131071494,0.09814816216579395,0.04918408342094245
51,0,0.8391836434418165,0.7427748987743242,0.6178858067768995,0.28486360341102934,0.16148485742127142,0.09984014886982105,0.04991483378393048
52,0,0.8444907155386024,0.7500036796735465,0.6311749006350038,0.2924318782871717,0.16485818299634358,0.101518955908104,0.05063215064182161
53,0,0.8492527243610118,0.7570744883466133,0.6432257187287913,0.30014141674005435,0.16826381308516067,0.10318452035972049,0.05133589740624131
54,0,0.8534035095952681,0.7639619831690255,0.6549967792573881,0.30799734933288914,0.1717033859117768,0.10483678592897061,0.05202594369863094
55,0,0.8569292064195636,0.7706963082313587,0.6662664346635373,0.3160049473763466,0.17517855466380378,0.10647570289234627,0.05270216538039282
56,0,0.8598060378167153,0.7772855994826073,0.6764877554423407,0.324169627296213,0.17869098750209306,0.10809857711368637,0.053364444576842925
57,0,0.8619645124242463,0.7837265954644501,0.6867199192205533,0.33249695517268935,0.18224236760377155,0.10970207601792825,0.05401266969487737
58,0,0.8632468421520555,0.790033169913155,0.6960917842394605,0.3409926514642049,0.18583439323245715,0.11129200046534321,0.05464673543511261
59,0,0.8634624181028209,0.7962085356833678,0.7051151836389201,0.3496625959184186,0.1894687778139489,0.11286836052268237,0.05526654279855836
60,0,0.8624072385998786,0.8022519326455444,0.7136963813160718,0.35851283267754286,0.19314725003082475,0.11443115942829546,0.055871999088156564
61,0,0.8596049756753684,0.8081203607292442,0.7215917646392187,0.36754957558484924,0.1968715539516309,0.11598041282080396,0.05646301790547269
62,0,0.8547434764788538,0.8138475535842474,0.7293943312330742,0.3767792136996169,0.20064344915418536,0.11751614378103194,0.05703951914282275
63,0,0.8472051060958262,0.8194371325833224,0.7366357651762255,0.38620831702819575,0.20446471086548065,0.11903838274900087,0.057601428971115295
64,0,0.8357473783215599,0.8248632303623565,0.7436321064052553,0.39584364247927195,0.2083371301108317,0.12054716743866488,0.058148679823686204
65,0,0.8186982888765311,0.8301056246571278,0.7504139408025695,0.405692140051857,0.2122625138705228,0.1220425427506725,0.05868121037639903
66,0,0.7935701795603205,0.8352246506426134,0.7567541200850753,0.41576095926496265,0.21624268524229281,0.12352456068342456,0.059198965524279536
67,0,0.754974881921183,0.8402098322687105,0.7628392769814403,0.42603076372539045,0.22027422157007295,0.12499319074671514,0.059702056940076416
68,0,0.6936583641774257,0.8450391540713392,0.7685815657632343,0.43652852108686296,0.22436260494226384,0.1264592374577764,0.06019031728714769
69,0,0.5831682643044069,0.8497059866499431,0.7740758215460473,0.44726482519803623,0.22851022765961324,0.1279445651263615,0.06066369164893431
