C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
269,0,0,0,0,0,3156522.060385854,6589362.220925185,7335010.43543806
270,0,0,0,0,0,3114431.3045254587,6593548.644782864,7349944.62917507
271,0,0,0,0,0,3072575.020612667,6596647.027436283,7363963.464908104
272,0,0,0,0,0,3030194.331432942,6598432.014712479,7376957.690310872
273,0,0,0,0,0,2985630.038537589,6599724.482541895,7389623.546920336
274,0,0,0,0,0,2939906.144779635,6601145.564050071,7401959.038123119
275,0,0,0,0,0,2893146.002532906,6601636.2290832,7413962.420335345
276,0,0,0,0,0,2846380.1728485143,6601649.276651627,7425632.02587731
277,0,0,0,0,0,2799796.212631966,6600772.038001165,7436966.3071276825
278,0,0,0,0,0,2752913.29133745,6599256.487888428,7447963.836877595
279,0,0,0,0,0,2705984.2752581723,6597796.291562912,7458623.308707973
280,0,0,0,0,0,2658065.8508673296,6597545.18445719,7468943.537386585
281,0,0,0,0,0,2611245.086641574,6597889.414300782,7478923.459280992
282,0,0,0,0,0,2565785.0137550854,6598208.591632649,7488562.13278484
283,0,0,0,0,0,2519767.8120305673,6597331.196633592,7497858.738752958
284,0,0,0,0,0,2475173.811083739,6594799.463379637,7506812.580942149
285,0,0,0,0,0,2430552.4021241516,6591136.738966416,7515423.086454093
286,0,0,0,0,0,2385684.181940216,6586968.280123875,7523689.806175986
287,0,0,0,0,0,2342282.0767276064,6583149.377485834,7531612.415215684
288,0,0,0,0,0,2298134.335069526,6579040.623359652,7539190.713326905
289,0,0,0,0,0,2253210.735754322,6574287.980391539,7546424.625320744
290,0,0,0,0,0,2207870.653580984,6569240.271297497,7553314.201459207
291,0,0,0,0,0,2161204.1701948605,6564618.598674037,7559859.617826755
292,0,0,0,0,0,2113325.750106084,6560684.15928143,7566061.176675377
293,0,0,0,0,0,2064915.1317669104,6556423.484902873,7571919.306738987
294,0,0,0,0,0,2014789.026764987,6550809.393347406,7577434.563512905
295,0,0,0,0,0,1962593.7916223826,6543287.534136082,7582607.629493453
296,0,0,0,0,0,1907964.8253323934,6536168.337923194,7587439.314373842
297,0,0,0,0,0,1850477.4906628693,6528034.395284218,7591930.555191221
298,0,0,0,0,0,1789635.1850411287,6519201.487299792,7596082.416420426
299,0,0,0,0,0,1724524.6393948977,6510476.428347521,7599896.090010091
300,0,0,0,0,0,1654057.558360972,6501375.872817998,7603372.895355905
301,0,0,0,0,0,1576886.7498026749,6492446.892777389,7606514.279206715
302,0,0,0,0,0,1491395.8691518875,6482976.682655987,7609321.815498619
303,0,0,0,0,0,1394010.5781968408,6472557.870176718,7611797.205112417
304,0,0,0,0,0,1280181.1334179174,6461201.434523564,7625365.935687961
305,0,0,0,0,0,1143270.2168211725,6448835.042616173,7642664.840622026
306,0,0,0,0,0,973020.8076474951,6436123.920158467,7655661.593870392
307,0,0,0,0,0,750751.6183516149,6422893.998903681,7668337.883192832
308,0,0,0,0,0,448790.65585014835,6409257.257234543,7680683.071701454
309,0,0,0,0,0,0.0,6395275.337379157,7700677.461457004
310,0,0,0,0,0,0,6381117.9587880885,7716252.520592929
311,0,0,0,0,0,0,6366526.314428532,7731276.749607498
312,0,0,0,0,0,0,6351392.809544642,7745807.181950198
313,0,0,0,0,0,0,6335638.896055422,7760323.044956542
314,0,0,0,0,0,0,6319668.935922113,7774753.129567194
315,0,0,0,0,0,0,6303805.253442314,7789022.874561989
316,0,0,0,0,0,0,6287889.176690561,7802204.651659418
317,0,0,0,0,0,0,6271642.283271096,7820634.103519504
318,0,0,0,0,0,0,6255029.128288656,7835621.668585813
319,0,0,0,0,0,0,6237982.629691796,7850999.814547718
320,0,0,0,0,0,0,6220264.255321874,7866261.414343085
321,0,0,0,0,0,0,6202326.419531185,7881599.276795184
322,0,0,0,0,0,0,6184283.633112505,7895462.214543928
323,0,0,0,0,0,0,6166178.973342087,7908578.332512338
324,0,0,0,0,0,0,6147899.335470671,7920381.936205675
325,0,0,0,0,0,0,6129845.790549761,7932074.465056032
326,0,0,0,0,0,0,6111785.740987801,7943945.617271965
327,0,0,0,0,0,0,6093267.517184804,7955823.176027918
328,0,0,0,0,0,0,6074111.991763776,7966918.617716231
329,0,0,0,0,0,0,6054623.220439351,7976744.805683499
330,0,0,0,0,0,0,6034837.025230872,7985545.96441
331,0,0,0,0,0,0,6014541.611140645,7993877.1060544895
332,0,0,0,0,0,0,5993996.786298709,8005428.287099347
333,0,0,0,0,0,0,5973180.123315696,8015892.642598425
334,0,0,0,0,0,0,5952180.8978902325,8026639.625632935
335,0,0,0,0,0,0,5930909.45531285,8036074.604824563
336,0,0,0,0,0,0,5909329.934105213,8045006.868160875
337,0,0,0,0,0,0,5887158.834254246,8052416.3440307295
338,0,0,0,0,0,0,5864554.548161267,8058704.323249882
339,0,0,0,0,0,0,5841691.501299174,8064679.664128747
340,0,0,0,0,0,0,5818634.653116766,8070298.480016654
341,0,0,0,0,0,0,5795302.866112634,8078365.850360797
342,0,0,0,0,0,0,5771502.200008424,8087294.304528511
343,0,0,0,0,0,0,5747874.023943458,8095732.301367649
344,0,0,0,0,0,0,5724119.421450303,8103400.542971486
345,0,0,0,0,0,0,5700143.3832227,8109368.713778592
346,0,0,0,0,0,0,5675886.23973836,8115310.2184080295
347,0,0,0,0,0,0,5651408.188589784,8120560.027116847
348,0,0,0,0,0,0,5626327.114281883,8122410.109257912
349,0,0,0,0,0,0,5600582.747800026,8124041.4121662695
350,0,0,0,0,0,0,5574641.514551007,8125344.894393737
351,0,0,0,0,0,0,5548522.34685218,8127896.773012196
352,0,0,0,0,0,0,5522219.816064834,8131839.264240702
353,0,0,0,0,0,0,5495740.598683282,8135701.669997475
354,0,0,0,0,0,0,5468952.112898077,8139193.338143746
355,0,0,0,0,0,0,5442032.540083183,8140426.038494548
356,0,0,0,0,0,0,5414705.160482618,8140074.344953128
357,0,0,0,0,0,0,5387204.471072548,8136933.802578428
358,0,0,0,0,0,0,5359523.875272592,8133434.6656043725
359,0,0,0,0,0,0,5331700.370697093,8128733.0753825735
360,0,0,0,0,0,0,5303499.733719547,8123267.718820681
361,0,0,0,0,0,0,5275150.287078422,8117507.477278013
362,0,0,0,0,0,0,5246701.821343554,8113530.498087991
363,0,0,0,0,0,0,5218121.937793144,8108570.315490009
364,0,0,0,0,0,0,5189411.919394345,8103446.9480648
365,0,0,0,0,0,0,5160488.97844821,8100602.69347111
366,0,0,0,0,0,0,5131495.716704775,8097743.04459922
367,0,0,0,0,0,0,5102546.2680973355,8093548.701436331
368,0,0,0,0,0,0,5073503.306850296,8086970.688992264
369,0,0,0,0,0,0,5044298.1346906535,8079586.755004332
370,0,0,0,0,0,0,5015188.102580432,8070744.225190525
371,0,0,0,0,0,0,4986226.550810266,8061888.421768631
372,0,0,0,0,0,0,4957019.998980431,8053026.989932522
373,0,0,0,0,0,0,4927770.547219874,8044177.953436284
374,0,0,0,0,0,0,4898473.611913015,8034779.053264205
375,0,0,0,0,0,0,4868924.291658332,8025558.760246548
376,0,0,0,0,0,0,4839362.992254088,8016036.793472525
377,0,0,0,0,0,0,4809804.414136928,8004704.728373851
378,0,0,0,0,0,0,4779682.491441681,7992856.184714936
379,0,0,0,0,0,0,4747190.478428184,7981118.852376222
380,0,0,0,0,0,0,4714721.1974773,7968685.753151637
381,0,0,0,0,0,0,4682304.285883496,7955987.811434064
382,0,0,0,0,0,0,4649798.35078653,7943357.239353082
383,0,0,0,0,0,0,4616772.605182805,7930564.060109249
384,0,0,0,0,0,0,4582431.822649153,7917367.459473645
385,0,0,0,0,0,0,4547077.893525779,7902624.603960803
386,0,0,0,0,0,0,4511833.605368108,7886739.2543125665
387,0,0,0,0,0,0,4477174.646837591,7870751.951558553
388,0,0,0,0,0,0,4442609.005899749,7855075.553636093
389,0,0,0,0,0,0,4408034.835355187,7839624.326544323
390,0,0,0,0,0,0,4373152.810459852,7824541.293922516
391,0,0,0,0,0,0,4337950.460971345,7811331.499988184
392,0,0,0,0,0,0,4302955.57437449,7797554.72426624
393,0,0,0,0,0,0,4268474.7258104,7784028.08804475
394,0,0,0,0,0,0,4234246.346464825,7770631.888648058
395,0,0,0,0,0,0,4200066.658699764,7757581.045059323
396,0,0,0,0,0,0,4164292.636429479,7743379.90337317
397,0,0,0,0,0,0,4127505.7164494405,7728105.154897692
398,0,0,0,0,0,0,4090864.7062608916,7711402.252126721
399,0,0,0,0,0,0,4054892.030395613,7695792.282317901
400,0,0,0,0,0,0,4019306.0478217616,7680160.860491829
