C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
135,0,0,0,604369.7558609092,2018243.8118294927,2432453.5500051216,3016741.014279047,3173979.3966808864
136,0,0,0,576376.439178645,2024117.8467742128,2444407.2181504793,3037837.6357296207,3198877.939262848
137,0,0,0,551595.0543016425,2028469.1726921375,2457140.9770481144,3059145.8381622583,3224028.113384369
138,0,0,0,529585.643011985,2032179.7391239156,2471680.5787785663,3080669.397064162,3249435.355341262
139,0,0,0,511345.8763362907,2034780.337650419,2495935.8147761906,3102412.3690355495,3275103.2110581305
140,0,0,0,493754.8937849294,2036451.8794391658,2527000.86236861,3124378.5235914807,3301035.333083939
141,0,0,0,476042.65413942834,2037730.534970183,2563154.7481162604,3146572.1917138444,3327235.4844615157
142,0,0,0,457918.1312368476,2038550.0434140044,2600090.63746085,3168997.7203806224,3353707.5427525295
143,0,0,0,439034.3256762685,2038956.0871667422,2637369.556838871,3191659.2692505317,3380455.4496765705
144,0,0,0,419577.5356205962,2039012.8492175785,2674320.695372322,3214544.2801420284,3407480.7518025627
145,0,0,0,399501.7802011871,2038830.219252297,2711682.9945400837,3237674.253058619,3434789.9246090306
146,0,0,0,379017.47611264896,2038205.8410943528,2749254.2410499146,3261054.1813401477,3462387.514220435
147,0,0,0,358042.6911238549,2037324.2108534805,2785077.4620800936,3284689.242624631,3490278.0305536464
148,0,0,0,336421.712949764,2036316.5329011572,2821421.2250556746,3308584.80659228,3518466.126292001
149,0,0,0,313802.093098663,2035162.620704483,2856658.202540915,3332746.4431181513,3546956.602408451
150,0,0,0,290369.29159173707,2033977.6957068879,2890154.4042746765,3357179.9308599564,3575754.413955619
151,0,0,0,266078.3112773102,2032676.9959104348,2925521.084863443,3381891.2663096166,3604864.676138772
152,0,0,0,241293.08470658294,2031526.9407407835,2958947.1249534898,3406886.6733393366,3634292.6706888555
153,0,0,0,216008.19134494002,2030368.312786789,2985717.360170633,3432172.613275453,3664043.852554013
154,0,0,0,190037.54311938823,2029027.2952098018,3013247.993124191,3457755.795535876,3694123.856929255
155,0,0,0,163525.27488252256,2025329.3786232348,3049222.9406814575,3483643.188869931,3724538.506645499
156,0,0,0,136436.77563506138,2021450.2836537801,3087142.0921613625,3509715.589602331,3755293.819940697
157,0,0,0,108893.96114683215,2017434.760333091,3123185.8024891447,3532245.942773878,3786396.0186375054
158,0,0,0,80874.86561359868,2013376.9708660578,3159141.0581061277,3554982.55580176,3817851.5367538016
159,0,0,0,52289.75196984019,2009243.8415590415,3196644.2251814627,3577928.1073547807,3849667.029574385
160,0,0,0,0.0,2005160.1315033955,3230917.0679817265,3601085.424271268,3880241.2739618467
161,0,0,0,0,2001245.089745985,3262665.1465002177,3624457.4926143833,3909325.0186326685
162,0,0,0,0,1996796.0763440377,3292739.735322497,3648047.466511029,3938699.3790895934
163,0,0,0,0,1991904.5010774918,3322081.8642883394,3671858.6781402323,3968367.316737087
164,0,0,0,0,1986363.529448758,3349720.2719390625,3695894.6457152064,3998331.9037579177
165,0,0,0,0,1980066.8916849287,3375864.4647957413,3720159.0839256584,4028596.3309293124
166,0,0,0,0,1973466.9449082573,3401538.3665025355,3744655.9143159254,4059163.9139901097
167,0,0,0,0,1966172.4830995654,3426445.6192668234,3769389.276178995,4090038.1002932875
168,0,0,0,0,1958291.2998924043,3450606.2777278046,3794363.5380002693,4121222.475759204
169,0,0,0,0,1950095.909165644,3474616.475155615,3819583.3094879035,4152720.772147801
170,0,0,0,0,1941401.77669976,3498556.8515119506,3845053.4542298242,4184536.8746678005
171,0,0,0,0,1932374.9288394223,3522098.9114413555,3870779.103020342,4216674.829943446
172,0,0,0,0,1922929.1654911381,3544513.039314361,3896765.667903699,4249138.854360444
173,0,0,0,0,1912941.2230126823,3566256.509490548,3923018.8569853087,4281933.342814344
174,0,0,0,0,1902627.7454337382,3587707.0941146845,3949544.690066076,4315062.877886327
175,0,0,0,0,1891969.514968661,3609620.525959248,3976349.5151603012,4348532.239474398
176,0,0,0,0,1881139.555851251,3628223.6907121367,4003440.0259627434,4382346.414908231
177,0,0,0,0,1869434.0009406828,3648054.9689680045,4030823.280336536,4416510.609580187
178,0,0,0,0,1849785.3123544315,3669771.3200628627,4058506.7199000707,4451030.258126527
179,0,0,0,0,1825525.4333707544,3690926.890754601,4086498.1907984153,4485911.036195641
180,0,0,0,0,1796972.1825534306,3710408.281617181,4110433.0846831934,4521158.872843932
181,0,0,0,0,1765326.0234943791,3729977.0076085143,4133909.951030424,4556779.963602454
182,0,0,0,0,1732920.242966009,3748288.7383298725,4157555.305631388,4592780.784261811
183,0,0,0,0,1699974.206275252,3764585.3568487526,4181371.649395071,4629168.105426573
184,0,0,0,0,1667107.8733434244,3780079.0482167457,4205361.758801553,4665949.007894584
185,0,0,0,0,1633597.035038768,3794526.090005,4229528.7006157115,4700348.388295357
186,0,0,0,0,1598714.5106463826,3808197.4855953036,4253875.847286236,4733471.544860353
187,0,0,0,0,1563620.4899420629,3821199.3334236722,4278406.891534201,4766886.688210449
188,0,0,0,0,1529634.4678008582,3833826.179149997,4303125.868453727,4800596.226344477
189,0,0,0,0,1495366.0403110287,3846429.958689788,4328037.168643856,4834602.749850932
190,0,0,0,0,1459696.2687706614,3861076.951765036,4353145.55877127,4868909.046727884
191,0,0,0,0,1422670.728667972,3877727.74208284,4378456.201622294,4903518.113159024
192,0,0,0,0,1383407.653973551,3892725.326081103,4403974.804914679,4938433.164794172
193,0,0,0,0,1342990.1621583463,3906261.052889651,4429707.144296062,4973657.6485691555
194,0,0,0,0,1302240.7860395224,3921087.4866121314,4455659.820770738,5009195.255102451
195,0,0,0,0,1261599.0614308973,3934595.006565382,4481839.8065291755,5045049.931710093
196,0,0,0,0,1223902.1578864711,3945359.3049836284,4508254.589267722,5081225.896082619
197,0,0,0,0,1187628.566229321,3952643.509368784,4534912.200659251,5117727.65067228
198,0,0,0,0,1156186.9263933038,3961346.452778221,4559673.901254433,5154559.997843319
199,0,0,0,0,1126558.0407601339,3970123.867497979,4581186.550872087,5191728.055841387
200,0,0,0,0,1099748.4822926123,3976795.162265372,4602782.552645374,5229237.275644365
201,0,0,0,0,1072696.8918323526,3982952.1524682944,4624464.616029991,5267093.45876239
202,0,0,0,0,1045721.0422825573,3988917.966606952,4646235.540592356,5305302.776059687
203,0,0,0,0,1018721.0551981264,3993540.0902993726,4668098.853376217,5343871.787679337
204,0,0,0,0,990315.5652703594,3997511.6437200545,4696614.015846612,5382807.4641582025
205,0,0,0,0,960512.3812982718,4001041.466128869,4734507.8808978805,5418133.841453113
206,0,0,0,0,929993.5138146294,4003845.562316058,4773046.154928111,5452755.661540219
207,0,0,0,0,898122.9740112616,4006384.478458296,4821386.2955967225,5487620.201329293
208,0,0,0,0,864958.7463603303,4008587.40557645,4868033.089137121,5522729.492215863
209,0,0,0,0,830454.3240742285,4010510.5028916327,4914175.021207405,5558085.840409435
210,0,0,0,0,793353.171284913,4012485.286558654,4962443.929474424,5593691.843232695
211,0,0,0,0,752472.6927905394,4014475.8126270855,5011595.9276168635,5629550.404390027
212,0,0,0,0,705423.113701361,4016267.5118805054,5059845.998663448,5665664.749521018
213,0,0,0,0,647117.9781289181,4017752.3103088588,5107135.141358364,5702038.442597104
214,0,0,0,0,566317.7529359283,4015072.5496107596,5150825.017823901,5738675.403228193
215,0,0,0,0,434234.0211398366,4011985.830589715,5193706.397633412,5775579.924951651
216,0,0,0,0,0.0,4008547.668763952,5234659.41936432,5812756.69458144
217,0,0,0,0,0,4005306.903817519,5275894.586317456,5850210.812704634
218,0,0,0,0,0,4002086.6712396513,5318566.969386256,5887947.815418447
219,0,0,0,0,0,3998824.756121061,5360275.329181185,5925973.697411507
220,0,0,0,0,0,3995502.3622714793,5399530.102632314,5964294.936502247
221,0,0,0,0,0,3992251.21740148,5438819.779608486,5999798.314835241
222,0,0,0,0,0,3989086.261158885,5480027.007615985,6033501.365490512
223,0,0,0,0,0,3985782.5368211465,5521214.451098507,6067367.239723908
224,0,0,0,0,0,3982483.6135794097,5560054.99205019,6101397.740567452
225,0,0,0,0,0,3979292.3662709557,5597661.893396519,6135595.019534129
226,0,0,0,0,0,3976244.917504153,5633190.1889688205,6169961.590024587
227,0,0,0,0,0,3973459.497187149,5663785.312191668,6204500.346267951
228,0,0,0,0,0,3968720.3241863106,5701899.196720317,6239214.581866667
229,0,0,0,0,0,3962360.141310314,5744367.099476181,6274108.009473004
230,0,0,0,0,0,3955934.009648378,5786044.960287489,6309184.781692709
231,0,0,0,0,0,3949252.5208277865,5828346.604886795,6344449.513318473
232,0,0,0,0,0,3942763.8330046907,5867558.373301965,6379907.305006704
233,0,0,0,0,0,3936342.7220059163,5907809.172536761,6415563.768522703
234,0,0,0,0,0,3929924.2654238925,5948020.951504551,6450014.462079952
235,0,0,0,0,0,3923083.0153453867,5986638.655239421,6481056.197927876
236,0,0,0,0,0,3915974.177052023,6023671.404643677,6512166.403056183
237,0,0,0,0,0,3908010.228751225,6056742.409819806,6543346.576298699
238,0,0,0,0,0,3899995.5536218965,6085731.184783899,6574598.597517795
239,0,0,0,0,0,3891615.3995552803,6112431.4562554965,6605924.740806605
240,0,0,0,0,0,3881025.5032067844,6139326.913520763,6637327.694347292
241,0,0,0,0,0,3869204.036174946,6167308.419546905,6668810.580109369
242,0,0,0,0,0,3856762.331253245,6195437.2708600685,6700376.974862853
243,0,0,0,0,0,3844040.372895083,6222138.802859463,6732030.932618812
244,0,0,0,0,0,3830848.2034499478,6246545.530018426,6763777.008622657
245,0,0,0,0,0,3817451.588933971,6270737.682863589,6794005.246796726
246,0,0,0,0,0,3803954.7769566854,6294288.37619975,6821336.465752747
247,0,0,0,0,0,3790170.7329751425,6313747.659329025,6848638.023275218
248,0,0,0,0,0,3776264.1078569065,6332497.955827866,6875911.001860665
249,0,0,0,0,0,3762038.7396675185,6350703.109616384,6903156.859304658
250,0,0,0,0,0,3744902.729623322,6368491.473016942,6930377.443742122
251,0,0,0,0,0,3726961.750413476,6386021.689477318,6957575.012079865
252,0,0,0,0,0,3708816.4102345863,6403452.67251437,6984752.249114268
253,0,0,0,0,0,3690460.5785619454,6419629.333055859,7011912.288014772
254,0,0,0,0,0,3671954.092998891,6434529.961442633,7037105.099157348
255,0,0,0,0,0,3653312.1064642738,6445548.418036611,7060251.21500203
256,0,0,0,0,0,3633080.9461911824,6456010.7004174255,7083272.333905311
257,0,0,0,0,0,3607984.8481148914,6466014.206690426,7106168.809540768
258,0,0,0,0,0,3574649.310300358,6477716.501077944,7128941.327517851
259,0,0,0,0,0,3540384.574708919,6489652.829093342,7151590.919042283
260,0,0,0,0,0,3505500.5454006125,6502115.066257566,7174118.97613121
261,0,0,0,0,0,3467819.249721736,6516177.73111462,7195079.444369243
262,0,0,0,0,0,3430209.8548183986,6530633.078534292,7214180.696946915
263,0,0,0,0,0,3394000.0882841637,6543267.691650287,7233071.0578062795
264,0,0,0,0,0,3357438.5929456237,6553689.865368555,7251749.890259243
265,0,0,0,0,0,3318335.63111801,6562520.725446961,7270216.816811834
266,0,0,0,0,0,3278691.4284951705,6570992.212730482,7288471.789997035
267,0,0,0,0,0,3239177.333076645,6578313.069647369,7304295.3784075305
268,0,0,0,0,0,3199207.9608420366,6584303.861205023,7319793.543479206
