C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
273,0,0,0,0,0,206970.47710922098,2360921.318263847,3818736.778076157
274,0,0,0,0,0,185194.66080077874,2353017.7183796316,3824216.420710375
275,0,0,0,0,0,163141.89767737087,2343174.1676121606,3829495.087340604
276,0,0,0,0,0,140640.98581995923,2328306.9637594214,3834598.7369837817
277,0,0,0,0,0,117225.43260835002,2291036.1540648453,3839472.801441031
278,0,0,0,0,0,0.0,2427174.256006797,3844102.69515816
279,0,0,0,0,0,0,2365558.722348017,3848529.154573971
280,0,0,0,0,0,0,2345605.3649592153,3852822.1099842843
281,0,0,0,0,0,0,2332693.9292777567,3857176.3136855303
282,0,0,0,0,0,0,2321789.2026087106,3861321.8414793657
283,0,0,0,0,0,0,2311539.8465969414,3865245.565196885
284,0,0,0,0,0,0,2301617.5259195347,3868992.662799013
285,0,0,0,0,0,0,2291436.5906043747,3872525.509066884
286,0,0,0,0,0,0,2281102.9863412934,3875801.353396298
287,0,0,0,0,0,0,2272787.237590302,3878460.52635281
288,0,0,0,0,0,0,2268170.698095958,3880935.6795772673
289,0,0,0,0,0,0,2263365.3788971757,3883186.5999000478
290,0,0,0,0,0,0,2258112.6500206855,3885125.316588697
291,0,0,0,0,0,0,2252154.7406242094,3886753.667449284
292,0,0,0,0,0,0,2246090.79310465,3888178.249835744
293,0,0,0,0,0,0,2239670.2475308636,3889335.9034866802
294,0,0,0,0,0,0,2233074.863235944,3890184.2963395794
295,0,0,0,0,0,0,2226532.9543796186,3890853.5774983387
296,0,0,0,0,0,0,2219330.1477986355,3891299.6060647694
297,0,0,0,0,0,0,2211736.3306058934,3891342.74690955
298,0,0,0,0,0,0,2203769.421993428,3891173.610711762
299,0,0,0,0,0,0,2195431.08836096,3890869.8212596225
300,0,0,0,0,0,0,2187228.4650837723,3890339.62224216
301,0,0,0,0,0,0,2178989.989873764,3889544.0562428804
302,0,0,0,0,0,0,2170169.90840077,3888456.3708192627
303,0,0,0,0,0,0,2161065.342518176,3889272.0426767617
304,0,0,0,0,0,0,2151620.631351574,3889965.1365691484
305,0,0,0,0,0,0,2141789.883363554,3890471.0972231873
306,0,0,0,0,0,0,2131560.063751571,3890714.7923975913
307,0,0,0,0,0,0,2120651.759293854,3890710.0237891553
308,0,0,0,0,0,0,2108616.422311429,3890421.162214
309,0,0,0,0,0,0,2094971.7811541066,3889985.7540110215
310,0,0,0,0,0,0,2077631.3461173123,3889225.098249501
311,0,0,0,0,0,0,2050877.8298330812,3888345.738186935
312,0,0,0,0,0,0,1974466.4444305666,3887376.9076184123
313,0,0,0,0,0,0,2186663.06907337,3886216.2951464476
314,0,0,0,0,0,0,2108081.5602858607,3884857.1562709142
315,0,0,0,0,0,0,2080055.8716252337,3883173.0406999304
316,0,0,0,0,0,0,2061052.5590030984,3881337.893729322
317,0,0,0,0,0,0,2045062.9598137087,3879224.7855817173
318,0,0,0,0,0,0,2030399.7046656676,3876918.322907735
319,0,0,0,0,0,0,2016172.3789495907,3874334.8674442596
320,0,0,0,0,0,0,2002150.7390062623,3871461.606808328
321,0,0,0,0,0,0,1988276.1576675044,3868374.4645730895
322,0,0,0,0,0,0,1974209.9064506812,3865138.9517404893
323,0,0,0,0,0,0,1959972.4806887347,3861631.6732514384
324,0,0,0,0,0,0,1945336.7344524,3858312.984805768
325,0,0,0,0,0,0,1930168.0630805956,3854867.9237325364
326,0,0,0,0,0,0,1914587.2875225912,3851335.5165642085
327,0,0,0,0,0,0,1898434.103371618,3847570.5946931187
328,0,0,0,0,0,0,1881565.340421339,3843607.997009358
329,0,0,0,0,0,0,1863699.1071912292,3839450.0604440966
330,0,0,0,0,0,0,1844923.142853966,3835159.2825223254
331,0,0,0,0,0,0,1824679.79767927,3830364.8242409634
332,0,0,0,0,0,0,1801220.2833347965,3825087.1456734533
333,0,0,0,0,0,0,1773347.39206364,3819440.6628580275
334,0,0,0,0,0,0,1736606.5933996788,3813639.9821327785
335,0,0,0,0,0,0,1678852.7638417133,3807716.2307771486
336,0,0,0,0,0,0,1554245.10338437,3801598.6031038635
337,0,0,0,0,0,0,2090001.3638615927,3795270.7834525504
338,0,0,0,0,0,0,1903958.305027865,3788816.2367526237
339,0,0,0,0,0,0,1829273.6044697855,3781912.493406307
340,0,0,0,0,0,0,1785920.535190061,3774749.7112823944
341,0,0,0,0,0,0,1754135.6184931688,3767484.9836143474
342,0,0,0,0,0,0,1727733.0658777482,3760037.616638326
343,0,0,0,0,0,0,1704305.6051811224,3751766.600115295
344,0,0,0,0,0,0,1681160.9483001488,3745838.0762792435
345,0,0,0,0,0,0,1659748.9866782448,3739193.9825457465
346,0,0,0,0,0,0,1639128.6186860646,3732487.5156299225
347,0,0,0,0,0,0,1619001.622700415,3725441.2044104557
348,0,0,0,0,0,0,1598903.1312252479,3718225.4882079083
349,0,0,0,0,0,0,1578784.7998116296,3710831.306022256
350,0,0,0,0,0,0,1558903.3719177553,3703353.605461421
351,0,0,0,0,0,0,1539157.1593375294,3695739.4856028724
352,0,0,0,0,0,0,1519253.5800485956,3687914.1468003914
353,0,0,0,0,0,0,1499477.480849281,3680038.4381990177
354,0,0,0,0,0,0,1479806.9858471823,3672145.601331898
355,0,0,0,0,0,0,1460098.1007737657,3663669.7706607496
356,0,0,0,0,0,0,1440107.4263919713,3653672.9031127
357,0,0,0,0,0,0,1419324.050499135,3643568.5384956826
358,0,0,0,0,0,0,1398776.6658517846,3633344.447935538
359,0,0,0,0,0,0,1378311.675791284,3623100.315818518
360,0,0,0,0,0,0,1358022.422196747,3612779.0847072806
361,0,0,0,0,0,0,1337844.9491288464,3602505.266297631
362,0,0,0,0,0,0,1317717.144443855,3592247.970432552
363,0,0,0,0,0,0,1297593.7101766577,3581959.4546820945
364,0,0,0,0,0,0,1277523.4005262195,3571574.053530921
365,0,0,0,0,0,0,1257591.2599863084,3561287.872324134
366,0,0,0,0,0,0,1238033.9501808668,3550375.7005937737
367,0,0,0,0,0,0,1218384.4583262713,3538653.8897313518
368,0,0,0,0,0,0,1198207.488236375,3527188.807286485
369,0,0,0,0,0,0,1177798.5474543408,3515906.6895699757
370,0,0,0,0,0,0,1156996.5197949528,3504838.5062410827
371,0,0,0,0,0,0,1136205.9780684123,3493776.7912221914
372,0,0,0,0,0,0,1115413.2637457447,3482793.4398849094
373,0,0,0,0,0,0,1094577.9798281563,3471729.0138572264
374,0,0,0,0,0,0,1073666.0000404115,3460751.5701628667
375,0,0,0,0,0,0,1052808.3669915958,3449831.5202492108
376,0,0,0,0,0,0,1031936.654701532,3437418.258348079
377,0,0,0,0,0,0,1010865.9499122165,3425211.7307202234
378,0,0,0,0,0,0,989448.6700398048,3413130.6680936767
379,0,0,0,0,0,0,967960.9762716594,3401247.328817827
380,0,0,0,0,0,0,946361.063993627,3389433.345154989
381,0,0,0,0,0,0,924659.8618346361,3377685.205672496
382,0,0,0,0,0,0,902890.1874809638,3365887.5187763
383,0,0,0,0,0,0,880602.1468100991,3354063.526723097
384,0,0,0,0,0,0,857834.6484607105,3341555.729057229
385,0,0,0,0,0,0,834446.238112133,3332454.4963680427
386,0,0,0,0,0,0,810610.2615156447,3323335.7289903145
387,0,0,0,0,0,0,785361.2990814078,3314375.3354230565
388,0,0,0,0,0,0,758145.6078448986,3305421.2699754317
389,0,0,0,0,0,0,727774.6481815797,3296399.5398372556
390,0,0,0,0,0,0,692048.9704475063,3287289.5683311755
391,0,0,0,0,0,0,646390.6172344609,3277816.11847952
392,0,0,0,0,0,0,579622.0886058992,3268424.0352956713
393,0,0,0,0,0,0,456960.3690143196,3259077.202807445
394,0,0,0,0,0,0,0.0,3249543.314335058
395,0,0,0,0,0,0,0,3240138.7511613937
396,0,0,0,0,0,0,0,3230881.7245294955
397,0,0,0,0,0,0,0,3221710.257356138
398,0,0,0,0,0,0,0,3212584.0816800217
399,0,0,0,0,0,0,0,3203487.163281541
400,0,0,0,0,0,0,0,3194483.1497966074
