J,Cp(B=10°),Cp(B=20°),Cp(B=30°),Cp(B=40°),Cp(B=50°),Cp(B=60°),Cp(B=70°),Cp(B=80°)
0.0,0.04199770026536685,0.11754686577033233,0.20012109900956232,0.41081620473184244,0.5606519678027507,0.682864472990217,0.821168146691785,0.9203703755733253
0.013636363636363634,0.04188202002272032,0.11817656091078069,0.200424742090255,0.41009794810552386,0.5609400774879,0.6825416863219572,0.8212535923117921,0.9207983675519836
0.027272727272727268,0.04174947578591247,0.11876681041381476,0.20076010373298098,0.40935316738989364,0.5612886177495546,0.682211618982599,0.8213401285438318,0.9212340781268589
0.0409090909090909,0.0416026084826033,0.11933092686506258,0.20109776102550767,0.4085811269682053,0.5616381389065355,0.6818745977062735,0.8214284416042426,0.9216787422284067
0.054545454545454536,0.04142717048637631,0.1199124051552943,0.20144957344326095,0.4077810812860144,0.5619884405887341,0.6815309621375321,0.8215192354924031,0.9221336303146603
0.06818181818181818,0.0412177407030764,0.12049866488332218,0.20183079396679673,0.40695227523302663,0.5623393069924446,0.6811810635550972,0.8216132290940208,0.9226000406516274
0.0818181818181818,0.04099122995573906,0.12104282249526424,0.202292509391285,0.4060939451474211,0.5626905071365317,0.6808252635673824,0.821711153211974,0.9230792912989301
0.09545454545454544,0.040726914274103077,0.12170738510072318,0.2031655463117687,0.40520531912413915,0.5630417952313783,0.6804639327863073,0.821813747560814,0.9235727119781084
0.10909090909090907,0.04042202945324196,0.12231718798743985,0.2041220561840988,0.40428558557991734,0.5633929110514092,0.6800974494840738,0.8219217577586857,0.9240816359967164
0.12272727272727271,0.040088862823664924,0.12287520185102642,0.20505138251012053,0.4033340178076179,0.5637435822134231,0.6797261982362907,0.8220359323477014,0.9246073923899322
0.13636363636363635,0.03972508321211964,0.12341998300333365,0.20602831253609236,0.40234979391528347,0.5640935154570247,0.6793505685542288,0.8221570198709311,0.9251512984241053
0.15,0.039381856363772644,0.12397313819867709,0.20701736832471263,0.40133211423661547,0.5645323769905065,0.6789709535090144,0.822285766031256,0.9257146525849991
0.1636363636363636,0.03895080888041452,0.12447090000704149,0.20796558576690327,0.40028017325040666,0.5650120336294127,0.6785877483511514,0.8224229109545276,0.9262987281490578
0.17727272727272725,0.03844906635986291,0.12493529608433741,0.20892290355336537,0.39919315987737286,0.5654919514892955,0.6782013491297496,0.8225691865767567,0.9269047674105128
0.1909090909090909,0.037921290363989245,0.12535891914827793,0.21003466766084206,0.39807025768711335,0.5659717779421252,0.6778121513170641,0.8227253141724702,0.9275339766118842
0.20454545454545453,0.03735584132713683,0.1257400979732904,0.21112876848793108,0.3969106451209252,0.5664511479154183,0.6774205484451963,0.8228920020388749,0.9281875216017347
0.21818181818181814,0.03676843162286336,0.12612678024655616,0.21275229239165486,0.3957134955132693,0.5669296851208934,0.6770269307629794,0.8230699433480269,0.9288665242222064
0.23181818181818178,0.03612307788025339,0.12657889842687026,0.21415488613060038,0.3944779771338287,0.5674528419471588,0.6766316844854257,0.823259814176788,0.9295720594105574
0.24545454545454543,0.035463841161187115,0.12692563393100062,0.21557109916848236,0.39320325314802784,0.5680276859299135,0.6767579687459221,0.8234622717219611,0.9303051529839335
0.25909090909090904,0.03473545326829313,0.12718556464223543,0.2169984406206419,0.39189478761393415,0.5686019936567991,0.6769692993144073,0.823677952705602,0.9310667856038791
0.2727272727272727,0.03392944670310783,0.1274029889392814,0.21837164533667933,0.39055311536686277,0.5691983439860653,0.6771870591766025,0.8239074719731538,0.9318578703662002
0.2863636363636363,0.03307745040541548,0.12757373179530604,0.21988335067718776,0.3891693408217693,0.5698523919329102,0.6774113840389047,0.8241514212847547,0.9326792833207959
